Time (s) Auto,Angle (rad) Minus 3pi/4,Angular Velocity (rad/s) Minus 3pi/4
263.02,-2.199,8.299
263.04,-2.018,9.87
263.06,-1.805,11.441
263.08,-1.56,12.959
263.1,-1.285,14.347
263.12,-0.983,15.551
263.14,-0.66,16.493
263.16,-0.319,17.122
263.18,0.03,17.397
263.2,0.382,17.331
263.22,0.727,16.978
263.24,1.063,16.402
263.26,1.385,15.682
263.28,1.692,14.883
263.3,1.981,14.059
263.32,2.254,13.234
263.34,2.51,12.462
263.36,2.75,11.768
263.38,2.98,11.153
263.4,3.197,10.616
263.42,3.402,10.145
263.44,3.602,9.739
263.46,3.792,9.346
263.48,3.976,8.954
263.5,4.15,8.574
263.52,4.318,8.168
263.54,4.478,7.697
263.56,4.628,7.121
263.58,4.764,6.453
263.6,4.887,5.694
263.62,4.994,4.856
263.64,5.082,3.927
263.66,5.152,2.919
263.68,5.199,1.859
263.7,5.226,0.785
263.72,5.231,-0.275
263.74,5.215,-1.335
263.76,5.177,-2.356
263.78,5.119,-3.325
263.8,5.044,-4.215
263.82,4.95,-5.027
263.84,4.841,-5.747
263.86,4.719,-6.375
263.88,4.585,-6.912
263.9,4.441,-7.357
263.92,4.29,-7.736
263.94,4.131,-8.05
263.96,3.966,-8.325
263.98,3.798,-8.561
264,3.624,-8.783
264.02,3.446,-9.032
264.04,3.264,-9.32
264.06,3.074,-9.673
264.08,2.878,-10.092
264.1,2.672,-10.59
264.12,2.455,-11.166
264.14,2.226,-11.794
264.16,1.984,-12.449
264.18,1.728,-13.116
264.2,1.459,-13.758
264.22,1.177,-14.307
264.24,0.884,-14.713
264.26,0.586,-14.936
264.28,0.284,-14.923
264.3,-0.016,-14.622
264.32,-0.305,-14.046
264.34,-0.58,-13.221
264.36,-0.837,-12.174
264.38,-1.07,-10.917
264.4,-1.275,-9.516
264.42,-1.451,-8.037
264.44,-1.598,-6.493
264.46,-1.712,-4.922
264.48,-1.794,-3.351
264.5,-1.846,-1.82
264.52,-1.866,-0.327
264.54,-1.858,1.126
264.56,-1.821,2.526
264.58,-1.756,3.862
264.6,-1.665,5.118
264.62,-1.55,6.283
264.64,-1.412,7.33
264.66,-1.255,8.26
264.68,-1.081,9.032
264.7,-0.891,9.621
264.72,-0.693,9.988
264.74,-0.489,10.119
264.76,-0.284,10.027
264.78,-0.085,9.7
264.8,0.107,9.163
264.82,0.284,8.456
264.84,0.446,7.605
264.86,0.591,6.637
264.88,0.713,5.563
264.9,0.814,4.451
264.92,0.891,3.325
264.94,0.947,2.199
264.96,0.979,1.1
264.98,0.99,0.052
265,0.98,-0.929
265.02,0.952,-1.872
265.04,0.905,-2.749
265.06,0.84,-3.534
265.08,0.762,-4.215
265.1,0.671,-4.791
265.12,0.569,-5.262
265.14,0.459,-5.603
265.16,0.342,-5.812
265.18,0.225,-5.89
265.2,0.105,-5.825
265.22,-0.011,-5.616
265.24,-0.121,-5.262
265.26,-0.223,-4.791
265.28,-0.314,-4.202
265.3,-0.393,-3.508
265.32,-0.456,-2.749
265.34,-0.503,-1.937
265.36,-0.534,-1.086
265.38,-0.547,-0.223
265.4,-0.542,0.602
265.42,-0.522,1.374
265.44,-0.487,2.107
265.46,-0.437,2.788
265.48,-0.374,3.377
265.5,-0.3,3.862
265.52,-0.218,4.241
265.54,-0.129,4.503
265.56,-0.036,4.634
265.58,0.058,4.634
265.6,0.151,4.516
265.62,0.24,4.28
265.64,0.324,3.94
265.66,0.399,3.495
265.68,0.465,2.945
265.7,0.518,2.291
265.72,0.558,1.571
265.74,0.581,0.812
265.76,0.591,0.026
265.78,0.583,-0.785
265.8,0.559,-1.623
265.82,0.518,-2.448
265.84,0.46,-3.246
265.86,0.388,-3.992
265.88,0.3,-4.673
265.9,0.199,-5.288
265.92,0.088,-5.799
265.94,-0.035,-6.178
265.96,-0.162,-6.414
265.98,-0.292,-6.493
266,-0.424,-6.414
266.02,-0.551,-6.152
266.04,-0.672,-5.72
266.06,-0.782,-5.144
266.08,-0.88,-4.438
266.1,-0.961,-3.626
266.12,-1.026,-2.723
266.14,-1.071,-1.741
266.16,-1.096,-0.707
266.18,-1.1,0.353
266.2,-1.082,1.414
266.22,-1.043,2.461
266.24,-0.983,3.495
266.26,-0.903,4.503
266.28,-0.803,5.459
266.3,-0.683,6.322
266.32,-0.548,7.069
266.34,-0.399,7.697
266.36,-0.239,8.194
266.38,-0.069,8.522
266.4,0.105,8.679
266.42,0.28,8.666
266.44,0.454,8.508
266.46,0.622,8.207
266.48,0.784,7.762
266.5,0.935,7.213
266.52,1.073,6.571
266.54,1.199,5.864
266.56,1.308,5.092
266.58,1.403,4.28
266.6,1.48,3.443
266.62,1.541,2.566
266.64,1.583,1.649
266.66,1.607,0.707
266.68,1.612,-0.236
266.7,1.598,-1.191
266.72,1.565,-2.173
266.74,1.511,-3.181
266.76,1.437,-4.215
266.78,1.343,-5.262
266.8,1.227,-6.309
266.82,1.09,-7.343
266.84,0.933,-8.338
266.86,0.756,-9.255
266.88,0.561,-10.053
266.9,0.352,-10.695
266.92,0.13,-11.179
266.94,-0.097,-11.467
266.96,-0.331,-11.545
266.98,-0.562,-11.401
267,-0.79,-11.035
267.02,-1.007,-10.472
267.04,-1.211,-9.726
267.06,-1.398,-8.849
267.08,-1.566,-7.841
267.1,-1.714,-6.728
267.12,-1.836,-5.537
267.14,-1.935,-4.28
267.16,-2.009,-2.985
267.18,-2.055,-1.636
267.2,-2.075,-0.275
267.22,-2.066,1.1
267.24,-2.031,2.5
267.26,-1.967,3.914
267.28,-1.874,5.341
267.3,-1.753,6.768
267.32,-1.604,8.181
267.34,-1.425,9.543
267.36,-1.221,10.812
267.38,-0.991,11.951
267.4,-0.74,12.907
267.42,-0.471,13.6
267.44,-0.192,14.019
267.46,0.093,14.176
267.48,0.379,14.085
267.5,0.66,13.771
267.52,0.931,13.26
267.54,1.192,12.606
267.56,1.437,11.86
267.58,1.667,11.061
267.6,1.88,10.249
267.62,2.077,9.438
267.64,2.257,8.639
267.66,2.422,7.867
267.68,2.571,7.147
267.7,2.706,6.48
267.72,2.831,5.851
267.74,2.941,5.249
267.76,3.039,4.673
267.78,3.127,4.136
267.8,3.204,3.613
267.82,3.272,3.089
267.84,3.329,2.553
267.86,3.374,2.003
267.88,3.409,1.44
267.9,3.432,0.851
267.92,3.443,0.236
267.94,3.442,-0.419
267.96,3.427,-1.113
267.98,3.398,-1.833
268,3.354,-2.592
268.02,3.296,-3.39
268.04,3.219,-4.228
268.06,3.126,-5.105
268.08,3.016,-6.034
268.1,2.886,-7.029
268.12,2.735,-8.05
268.14,2.564,-9.098
268.16,2.372,-10.197
268.18,2.157,-11.336
268.2,1.918,-12.488
268.22,1.657,-13.627
268.24,1.373,-14.7
268.26,1.067,-15.643
268.28,0.745,-16.362
268.3,0.408,-16.808
268.32,0.068,-16.925
268.34,-0.273,-16.664
268.36,-0.605,-16.048
268.38,-0.919,-15.106
268.4,-1.213,-13.902
268.42,-1.478,-12.488
268.44,-1.714,-10.917
268.46,-1.916,-9.242
268.48,-2.084,-7.501
268.5,-2.216,-5.733
268.52,-2.314,-3.953
268.54,-2.375,-2.173
268.56,-2.4,-0.406
268.58,-2.391,1.335
268.6,-2.347,3.063
268.62,-2.268,4.791
268.64,-2.155,6.519
268.66,-2.007,8.221
268.68,-1.825,9.857
268.7,-1.612,11.401
268.72,-1.368,12.815
268.74,-1.096,14.059
268.76,-0.803,15.067
268.78,-0.49,15.76
268.8,-0.167,16.088
268.82,0.159,16.048
268.84,0.479,15.682
268.86,0.79,15.04
268.88,1.084,14.163
268.9,1.359,13.116
268.92,1.61,11.977
268.94,1.838,10.786
268.96,2.042,9.582
268.98,2.221,8.364
269,2.377,7.16
269.02,2.507,5.969
269.04,2.615,4.791
269.06,2.699,3.626
269.08,2.76,2.474
269.1,2.798,1.361
269.12,2.813,0.262
269.14,2.809,-0.838
269.16,2.78,-1.937
269.18,2.73,-3.024
269.2,2.659,-4.097
269.22,2.567,-5.171
269.24,2.452,-6.257
269.26,2.317,-7.37
269.28,2.158,-8.508
269.3,1.976,-9.647
269.32,1.772,-10.76
269.34,1.546,-11.833
269.36,1.297,-12.828
269.38,1.03,-13.679
269.4,0.748,-14.32
269.42,0.454,-14.713
269.44,0.156,-14.831
269.46,-0.143,-14.635
269.48,-0.435,-14.111
269.5,-0.712,-13.273
269.52,-0.969,-12.174
269.54,-1.202,-10.865
269.56,-1.406,-9.399
269.58,-1.579,-7.815
269.6,-1.72,-6.152
269.62,-1.825,-4.424
269.64,-1.898,-2.67
269.66,-1.932,-0.916
269.68,-1.934,0.825
269.7,-1.899,2.539
269.72,-1.832,4.241
269.74,-1.729,5.89
269.76,-1.594,7.474
269.78,-1.429,8.954
269.8,-1.235,10.315
269.82,-1.015,11.519
269.84,-0.771,12.501
269.86,-0.511,13.208
269.88,-0.239,13.6
269.9,0.038,13.692
269.92,0.313,13.483
269.94,0.581,12.998
269.96,0.836,12.265
269.98,1.074,11.349
270,1.291,10.302
270.02,1.488,9.163
270.04,1.659,7.959
270.06,1.806,6.702
270.08,1.927,5.432
270.1,2.023,4.136
270.12,2.094,2.814
270.14,2.136,1.479
270.16,2.152,0.144
270.18,2.143,-1.191
270.2,2.105,-2.553
270.22,2.04,-3.927
270.24,1.948,-5.288
270.26,1.828,-6.65
270.28,1.682,-7.998
270.3,1.508,-9.32
270.32,1.308,-10.564
270.34,1.084,-11.689
270.36,0.839,-12.671
270.38,0.575,-13.456
270.4,0.297,-13.98
270.42,0.011,-14.19
270.44,-0.275,-14.072
270.46,-0.556,-13.64
270.48,-0.825,-12.92
270.5,-1.076,-11.938
270.52,-1.305,-10.747
270.54,-1.508,-9.386
270.56,-1.682,-7.906
270.58,-1.825,-6.336
270.6,-1.937,-4.699
270.62,-2.014,-3.037
270.64,-2.058,-1.348
270.66,-2.069,0.353
270.68,-2.044,2.055
270.7,-1.985,3.744
270.72,-1.894,5.419
270.74,-1.769,7.069
270.76,-1.61,8.666
270.78,-1.422,10.184
270.8,-1.202,11.585
270.82,-0.955,12.802
270.84,-0.686,13.771
270.86,-0.401,14.451
270.88,-0.104,14.831
270.9,0.196,14.896
270.92,0.496,14.674
270.94,0.787,14.19
270.96,1.067,13.483
270.98,1.329,12.632
271,1.572,11.689
271.02,1.797,10.708
271.04,2.001,9.687
271.06,2.185,8.639
271.08,2.347,7.605
271.1,2.488,6.61
271.12,2.611,5.642
271.14,2.714,4.686
271.16,2.798,3.731
271.18,2.864,2.775
271.2,2.909,1.82
271.22,2.936,0.864
271.24,2.944,-0.092
271.26,2.933,-1.06
271.28,2.901,-2.055
271.3,2.851,-3.076
271.32,2.779,-4.123
271.34,2.686,-5.197
271.36,2.571,-6.309
271.38,2.435,-7.474
271.4,2.273,-8.666
271.42,2.088,-9.883
271.44,1.879,-11.1
271.46,1.643,-12.305
271.48,1.385,-13.443
271.5,1.104,-14.464
271.52,0.804,-15.302
271.54,0.489,-15.865
271.56,0.165,-16.114
271.58,-0.16,-16.009
271.6,-0.481,-15.564
271.62,-0.787,-14.792
271.64,-1.076,-13.744
271.66,-1.34,-12.475
271.68,-1.577,-11.009
271.7,-1.783,-9.412
271.72,-1.954,-7.723
271.74,-2.092,-5.995
271.76,-2.194,-4.254
271.78,-2.262,-2.5
271.8,-2.295,-0.746
271.82,-2.292,1.021
271.84,-2.254,2.775
271.86,-2.18,4.49
271.88,-2.073,6.178
271.9,-1.934,7.854
271.92,-1.759,9.503
271.94,-1.552,11.074
271.96,-1.315,12.501
271.98,-1.049,13.731
272,-0.762,14.713
272.02,-0.457,15.407
272.04,-0.141,15.773
272.06,0.179,15.773
272.08,0.495,15.433
272.1,0.8,14.818
272.12,1.09,14.006
272.14,1.362,13.051
272.16,1.613,11.977
272.18,1.843,10.852
272.2,2.047,9.7
272.22,2.231,8.548
272.24,2.389,7.396
272.26,2.526,6.257
272.28,2.639,5.144
272.3,2.732,4.045
272.32,2.801,2.971
272.34,2.849,1.911
272.36,2.878,0.864
272.38,2.884,-0.183
272.4,2.87,-1.23
272.42,2.835,-2.265
272.44,2.779,-3.299
272.46,2.703,-4.346
272.48,2.606,-5.419
272.5,2.487,-6.519
272.52,2.345,-7.645
272.54,2.182,-8.796
272.56,1.993,-9.975
272.58,1.783,-11.14
272.6,1.547,-12.252
272.62,1.291,-13.286
272.64,1.015,-14.176
272.66,0.721,-14.87
272.68,0.416,-15.289
272.7,0.105,-15.394
272.72,-0.204,-15.158
272.74,-0.506,-14.595
272.76,-0.792,-13.744
272.78,-1.059,-12.632
272.8,-1.301,-11.297
272.82,-1.513,-9.791
272.84,-1.693,-8.181
272.86,-1.841,-6.506
272.88,-1.954,-4.765
272.9,-2.033,-2.985
272.92,-2.073,-1.191
272.94,-2.08,0.576
272.96,-2.05,2.304
272.98,-1.987,4.019
273,-1.89,5.707
273.02,-1.758,7.357
273.04,-1.594,8.927
273.06,-1.4,10.407
273.08,-1.177,11.742
273.1,-0.927,12.867
273.12,-0.658,13.731
273.14,-0.374,14.294
273.16,-0.082,14.543
273.18,0.212,14.464
273.2,0.501,14.085
273.22,0.779,13.443
273.24,1.041,12.593
273.26,1.285,11.598
273.28,1.506,10.498
273.3,1.706,9.32
273.32,1.88,8.103
273.34,2.029,6.859
273.36,2.155,5.603
273.38,2.254,4.333
273.4,2.328,3.063
273.42,2.377,1.793
273.44,2.4,0.524
273.46,2.397,-0.746
273.48,2.37,-2.016
273.5,2.317,-3.286
273.52,2.238,-4.568
273.54,2.135,-5.864
273.56,2.004,-7.173
273.58,1.847,-8.482
273.6,1.665,-9.765
273.62,1.456,-10.996
273.64,1.224,-12.134
273.66,0.969,-13.142
273.68,0.696,-13.967
273.7,0.407,-14.53
273.72,0.11,-14.765
273.74,-0.188,-14.674
273.76,-0.481,-14.268
273.78,-0.763,-13.561
273.8,-1.027,-12.579
273.82,-1.269,-11.362
273.84,-1.484,-9.988
273.86,-1.67,-8.482
273.88,-1.825,-6.872
273.9,-1.946,-5.197
273.92,-2.033,-3.482
273.94,-2.086,-1.754
273.96,-2.103,-0.013
273.98,-2.086,1.728
274,-2.034,3.443
274.02,-1.948,5.144
274.04,-1.828,6.82
274.06,-1.674,8.456
274.08,-1.489,10.001
274.1,-1.272,11.414
274.12,-1.03,12.671
274.14,-0.763,13.718
274.16,-0.478,14.491
274.18,-0.179,14.923
274.2,0.124,15.027
274.22,0.426,14.818
274.24,0.721,14.334
274.26,1.002,13.627
274.28,1.268,12.763
274.3,1.514,11.807
274.32,1.74,10.773
274.34,1.946,9.7
274.36,2.128,8.613
274.38,2.29,7.527
274.4,2.43,6.453
274.42,2.548,5.393
274.44,2.645,4.359
274.46,2.722,3.325
274.48,2.779,2.278
274.5,2.813,1.23
274.52,2.827,0.196
274.54,2.821,-0.838
274.56,2.794,-1.898
274.58,2.746,-2.985
274.6,2.675,-4.097
274.62,2.582,-5.236
274.64,2.466,-6.401
274.66,2.326,-7.579
274.68,2.163,-8.783
274.7,1.976,-10.014
274.72,1.762,-11.257
274.74,1.525,-12.462
274.76,1.263,-13.561
274.78,0.98,-14.517
274.8,0.68,-15.25
274.82,0.366,-15.708
274.84,0.047,-15.852
274.86,-0.272,-15.656
274.88,-0.584,-15.119
274.9,-0.881,-14.255
274.92,-1.158,-13.116
274.94,-1.409,-11.768
274.96,-1.63,-10.263
274.98,-1.821,-8.666
275,-1.978,-6.99
275.02,-2.102,-5.249
275.04,-2.188,-3.482
275.06,-2.24,-1.715
275.08,-2.257,0.039
275.1,-2.238,1.793
275.12,-2.185,3.534
275.14,-2.097,5.249
275.16,-1.974,6.951
275.18,-1.819,8.613
275.2,-1.629,10.21
275.22,-1.409,11.702
275.24,-1.159,13.025
275.26,-0.884,14.137
275.28,-0.591,14.988
275.3,-0.281,15.525
275.32,0.036,15.708
275.34,0.352,15.538
275.36,0.661,15.067
275.38,0.958,14.347
275.4,1.238,13.443
275.42,1.497,12.422
275.44,1.736,11.336
275.46,1.951,10.21
275.48,2.144,9.071
275.5,2.314,7.946
275.52,2.461,6.833
275.54,2.587,5.733
275.56,2.691,4.634
275.58,2.772,3.547
275.6,2.832,2.487
275.62,2.871,1.44
275.64,2.89,0.393
275.66,2.887,-0.668
275.68,2.864,-1.715
275.7,2.818,-2.749
275.72,2.754,-3.796
275.74,2.667,-4.856
275.76,2.559,-5.943
275.78,2.43,-7.055
275.8,2.278,-8.207
275.82,2.102,-9.386
275.84,1.902,-10.551
275.86,1.679,-11.689
275.88,1.434,-12.776
275.9,1.167,-13.771
275.92,0.881,-14.595
275.94,0.58,-15.171
275.96,0.27,-15.446
275.98,-0.042,-15.407
276,-0.35,-15.04
276.02,-0.649,-14.334
276.04,-0.928,-13.339
276.06,-1.184,-12.108
276.08,-1.415,-10.695
276.1,-1.615,-9.137
276.12,-1.781,-7.474
276.14,-1.915,-5.76
276.16,-2.012,-4.006
276.18,-2.075,-2.225
276.2,-2.102,-0.445
276.22,-2.092,1.322
276.24,-2.048,3.063
276.26,-1.97,4.778
276.28,-1.857,6.453
276.3,-1.711,8.077
276.32,-1.533,9.621
276.34,-1.324,11.061
276.36,-1.089,12.331
276.38,-0.828,13.378
276.4,-0.55,14.15
276.42,-0.258,14.608
276.44,0.039,14.739
276.46,0.336,14.556
276.48,0.625,14.085
276.5,0.903,13.352
276.52,1.162,12.422
276.54,1.401,11.362
276.56,1.618,10.236
276.58,1.811,9.071
276.6,1.981,7.867
276.62,2.127,6.637
276.64,2.246,5.393
276.66,2.342,4.15
276.68,2.413,2.919
276.7,2.458,1.676
276.72,2.48,0.432
276.74,2.476,-0.798
276.76,2.447,-2.029
276.78,2.395,-3.272
276.8,2.317,-4.529
276.82,2.213,-5.799
276.84,2.086,-7.082
276.86,1.931,-8.378
276.88,1.75,-9.66
276.9,1.544,-10.891
276.92,1.313,-12.069
276.94,1.06,-13.129
276.96,0.785,-13.993
276.98,0.496,-14.608
277,0.198,-14.936
277.02,-0.105,-14.949
277.04,-0.405,-14.622
277.06,-0.694,-13.98
277.08,-0.968,-13.051
277.1,-1.221,-11.873
277.12,-1.445,-10.511
277.14,-1.641,-9.019
277.16,-1.808,-7.435
277.18,-1.94,-5.76
277.2,-2.039,-4.032
277.22,-2.102,-2.291
277.24,-2.13,-0.537
277.26,-2.124,1.204
277.28,-2.081,2.932
277.3,-2.006,4.634
277.32,-1.896,6.322
277.34,-1.753,7.985
277.36,-1.576,9.569
277.38,-1.368,11.048
277.4,-1.133,12.383
277.42,-0.87,13.522
277.44,-0.587,14.386
277.46,-0.291,14.936
277.48,0.014,15.171
277.5,0.32,15.08
277.52,0.622,14.687
277.54,0.911,14.046
277.56,1.186,13.221
277.58,1.442,12.265
277.6,1.678,11.231
277.62,1.891,10.158
277.64,2.084,9.071
277.66,2.254,7.985
277.68,2.403,6.912
277.7,2.531,5.851
277.72,2.637,4.791
277.74,2.722,3.744
277.76,2.787,2.697
277.78,2.831,1.662
277.8,2.853,0.628
277.82,2.856,-0.406
277.84,2.837,-1.453
277.86,2.798,-2.526
277.88,2.736,-3.6
277.9,2.653,-4.686
277.92,2.549,-5.812
277.94,2.422,-6.977
277.96,2.27,-8.168
277.98,2.095,-9.372
278,1.896,-10.59
278.02,1.671,-11.794
278.04,1.423,-12.933
278.06,1.153,-13.967
278.08,0.862,-14.831
278.1,0.556,-15.446
278.12,0.24,-15.747
278.14,-0.079,-15.721
278.16,-0.393,-15.368
278.18,-0.697,-14.687
278.2,-0.985,-13.705
278.22,-1.249,-12.462
278.24,-1.486,-11.035
278.26,-1.692,-9.477
278.28,-1.866,-7.828
278.3,-2.006,-6.126
278.32,-2.111,-4.385
278.34,-2.182,-2.618
278.36,-2.216,-0.838
278.38,-2.215,0.929
278.4,-2.179,2.67
278.42,-2.108,4.398
278.44,-2.003,6.113
278.46,-1.863,7.789
278.48,-1.69,9.399
278.5,-1.486,10.917
278.52,-1.252,12.318
278.54,-0.991,13.535
278.56,-0.707,14.491
278.58,-0.407,15.132
278.6,-0.097,15.446
278.62,0.215,15.433
278.64,0.525,15.093
278.66,0.823,14.464
278.68,1.106,13.627
278.7,1.37,12.645
278.72,1.613,11.585
278.74,1.833,10.472
278.76,2.033,9.333
278.78,2.207,8.181
278.8,2.359,7.029
278.82,2.488,5.89
278.84,2.595,4.752
278.86,2.678,3.626
278.88,2.739,2.513
278.9,2.779,1.427
278.92,2.796,0.34
278.94,2.793,-0.746
278.96,2.766,-1.833
278.98,2.719,-2.919
279,2.65,-4.019
279.02,2.559,-5.144
279.04,2.444,-6.283
279.06,2.308,-7.448
279.08,2.147,-8.639
279.1,1.962,-9.844
279.12,1.753,-11.022
279.14,1.521,-12.161
279.16,1.266,-13.221
279.18,0.99,-14.15
279.2,0.697,-14.87
279.22,0.391,-15.302
279.24,0.08,-15.42
279.26,-0.229,-15.211
279.28,-0.533,-14.687
279.3,-0.822,-13.849
279.32,-1.09,-12.723
279.34,-1.334,-11.388
279.36,-1.547,-9.896
279.38,-1.731,-8.286
279.4,-1.88,-6.597
279.42,-1.995,-4.856
279.44,-2.075,-3.089
279.46,-2.119,-1.309
279.48,-2.127,0.458
279.5,-2.1,2.199
279.52,-2.039,3.914
279.54,-1.943,5.616
279.56,-1.814,7.291
279.58,-1.651,8.901
279.6,-1.456,10.42
279.62,-1.233,11.794
279.64,-0.982,12.985
279.66,-0.71,13.928
279.68,-0.421,14.582
279.7,-0.123,14.923
279.72,0.181,14.923
279.74,0.479,14.595
279.76,0.768,13.993
279.78,1.041,13.182
279.8,1.297,12.213
279.82,1.532,11.14
279.84,1.744,10.001
279.86,1.932,8.823
279.88,2.097,7.631
279.9,2.237,6.44
279.92,2.355,5.249
279.94,2.447,4.045
279.96,2.516,2.827
279.98,2.56,1.636
280,2.581,0.458
280.02,2.579,-0.733
280.04,2.553,-1.937
280.06,2.501,-3.142
280.08,2.427,-4.346
280.1,2.328,-5.576
280.12,2.204,-6.833
280.14,2.055,-8.09
280.16,1.88,-9.346
280.18,1.681,-10.59
280.2,1.456,-11.781
280.22,1.208,-12.881
280.24,0.939,-13.836
280.26,0.652,-14.582
280.28,0.352,-15.04
280.3,0.046,-15.184
280.32,-0.259,-15.001
280.34,-0.559,-14.491
280.36,-0.844,-13.679
280.38,-1.109,-12.593
280.4,-1.351,-11.297
280.42,-1.563,-9.831
280.44,-1.745,-8.26
280.46,-1.894,-6.61
280.48,-2.011,-4.896
280.5,-2.091,-3.142
280.52,-2.136,-1.374
280.54,-2.146,0.38
280.56,-2.121,2.121
280.58,-2.061,3.835
280.6,-1.967,5.537
280.62,-1.839,7.213
280.64,-1.678,8.849
280.66,-1.484,10.393
280.68,-1.26,11.807
280.7,-1.01,13.038
280.72,-0.735,14.032
280.74,-0.445,14.752
280.76,-0.141,15.145
280.78,0.167,15.197
280.8,0.471,14.909
280.82,0.767,14.347
280.84,1.048,13.587
280.86,1.312,12.684
280.88,1.557,11.663
280.9,1.78,10.577
280.92,1.979,9.464
280.94,2.158,8.351
280.96,2.314,7.226
280.98,2.447,6.1
281,2.557,5
281.02,2.647,3.927
281.04,2.714,2.854
281.06,2.761,1.767
281.08,2.785,0.668
281.1,2.788,-0.432
281.12,2.768,-1.505
281.14,2.727,-2.579
281.16,2.666,-3.678
281.18,2.581,-4.83
281.2,2.472,-5.995
281.22,2.34,-7.173
281.24,2.187,-8.378
281.26,2.006,-9.608
281.28,1.802,-10.825
281.3,1.572,-11.99
281.32,1.321,-13.09
281.34,1.048,-14.072
281.36,0.756,-14.857
281.38,0.449,-15.368
281.4,0.137,-15.577
281.42,-0.178,-15.459
281.44,-0.487,-15.001
281.46,-0.782,-14.203
281.48,-1.059,-13.129
281.5,-1.31,-11.846
281.52,-1.535,-10.393
281.54,-1.728,-8.81
281.56,-1.888,-7.134
281.58,-2.014,-5.406
281.6,-2.105,-3.652
281.62,-2.16,-1.885
281.64,-2.18,-0.118
281.66,-2.165,1.636
281.68,-2.114,3.377
281.7,-2.029,5.105
281.72,-1.91,6.807
281.74,-1.756,8.443
281.76,-1.571,10.001
281.78,-1.356,11.454
281.8,-1.111,12.763
281.82,-0.842,13.862
281.84,-0.553,14.674
281.86,-0.25,15.145
281.88,0.058,15.263
281.9,0.364,15.067
281.92,0.664,14.595
281.94,0.952,13.875
281.96,1.222,12.972
281.98,1.472,11.951
282,1.701,10.852
282.02,1.907,9.713
282.04,2.089,8.548
282.06,2.249,7.383
282.08,2.384,6.231
282.1,2.498,5.092
282.12,2.589,3.953
282.14,2.656,2.801
282.16,2.7,1.662
282.18,2.722,0.55
282.2,2.722,-0.563
282.22,2.7,-1.689
282.24,2.655,-2.827
282.26,2.587,-3.966
282.28,2.496,-5.118
282.3,2.383,-6.296
282.32,2.245,-7.487
282.34,2.083,-8.705
282.36,1.898,-9.935
282.38,1.685,-11.153
282.4,1.45,-12.305
282.42,1.192,-13.352
282.44,0.914,-14.242
282.46,0.619,-14.909
282.48,0.314,-15.302
282.5,0.003,-15.381
282.52,-0.306,-15.119
282.54,-0.606,-14.504
282.56,-0.891,-13.6
282.58,-1.153,-12.449
282.6,-1.392,-11.1
282.62,-1.599,-9.595
282.64,-1.777,-7.972
282.66,-1.92,-6.283
282.68,-2.028,-4.542
282.7,-2.102,-2.788
282.72,-2.139,-1.021
282.74,-2.143,0.746
282.76,-2.11,2.487
282.78,-2.042,4.202
282.8,-1.942,5.904
282.82,-1.806,7.579
282.84,-1.637,9.189
282.86,-1.437,10.695
282.88,-1.208,12.069
282.9,-0.952,13.26
282.92,-0.674,14.19
282.94,-0.38,14.818
282.96,-0.077,15.119
282.98,0.229,15.08
283,0.531,14.726
283.02,0.822,14.124
283.04,1.098,13.313
283.06,1.357,12.344
283.08,1.593,11.284
283.1,1.808,10.184
283.12,2.001,9.058
283.14,2.171,7.893
283.16,2.317,6.728
283.18,2.439,5.589
283.2,2.54,4.464
283.22,2.619,3.338
283.24,2.673,2.199
283.26,2.706,1.073
283.28,2.716,-0.039
283.3,2.705,-1.165
283.32,2.67,-2.304
283.34,2.612,-3.443
283.36,2.532,-4.581
283.38,2.43,-5.76
283.4,2.303,-6.977
283.42,2.15,-8.207
283.44,1.974,-9.438
283.46,1.773,-10.668
283.48,1.547,-11.86
283.5,1.297,-12.972
283.52,1.027,-13.954
283.54,0.737,-14.739
283.56,0.434,-15.25
283.58,0.123,-15.446
283.6,-0.188,-15.328
283.62,-0.495,-14.883
283.64,-0.789,-14.111
283.66,-1.063,-13.051
283.68,-1.313,-11.781
283.7,-1.536,-10.341
283.72,-1.729,-8.77
283.74,-1.888,-7.095
283.76,-2.014,-5.38
283.78,-2.103,-3.639
283.8,-2.16,-1.872
283.82,-2.179,-0.105
283.84,-2.163,1.649
283.86,-2.113,3.377
283.88,-2.028,5.092
283.9,-1.909,6.781
283.92,-1.756,8.417
283.94,-1.571,9.988
283.96,-1.356,11.467
283.98,-1.111,12.789
284,-0.84,13.888
284.02,-0.551,14.7
284.04,-0.248,15.184
284.06,0.061,15.328
284.08,0.369,15.145
284.1,0.671,14.687
284.12,0.96,13.993
284.14,1.233,13.103
284.16,1.486,12.082
284.18,1.717,10.996
284.2,1.926,9.883
284.22,2.113,8.757
284.24,2.276,7.631
284.26,2.417,6.519
284.28,2.537,5.406
284.3,2.634,4.294
284.32,2.708,3.194
284.34,2.761,2.107
284.36,2.793,1.021
284.38,2.802,-0.065
284.4,2.79,-1.152
284.42,2.757,-2.238
284.44,2.7,-3.338
284.46,2.623,-4.451
284.48,2.523,-5.576
284.5,2.4,-6.728
284.52,2.254,-7.906
284.54,2.084,-9.111
284.56,1.89,-10.328
284.58,1.671,-11.519
284.6,1.428,-12.645
284.62,1.164,-13.666
284.64,0.88,-14.517
284.66,0.58,-15.145
284.68,0.27,-15.472
