Time (s) Auto,Angle (rad) pi/4 forskydt,Angular Velocity (rad/s) pi/4 forskydt
501.3,-3.938,5.956
501.32,-3.823,5.393
501.34,-3.721,4.791
501.36,-3.632,4.163
501.38,-3.555,3.521
501.4,-3.49,2.854
501.42,-3.44,2.173
501.44,-3.404,1.518
501.46,-3.38,0.89
501.48,-3.368,0.288
501.5,-3.369,-0.288
501.52,-3.38,-0.838
501.54,-3.402,-1.361
501.56,-3.435,-1.859
501.58,-3.478,-2.304
501.6,-3.528,-2.697
501.62,-3.586,-3.063
501.64,-3.651,-3.403
501.66,-3.723,-3.704
501.68,-3.8,-3.953
501.7,-3.881,-4.15
501.72,-3.966,-4.307
501.74,-4.054,-4.411
501.76,-4.144,-4.451
501.78,-4.233,-4.424
501.8,-4.321,-4.333
501.82,-4.408,-4.176
501.84,-4.489,-3.94
501.86,-4.566,-3.639
501.88,-4.635,-3.272
501.9,-4.698,-2.841
501.92,-4.75,-2.356
501.94,-4.793,-1.833
501.96,-4.824,-1.283
501.98,-4.844,-0.72
502,-4.852,-0.157
502.02,-4.851,0.406
502.04,-4.836,0.956
502.06,-4.811,1.466
502.08,-4.777,1.911
502.1,-4.734,2.304
502.12,-4.684,2.657
502.14,-4.628,2.945
502.16,-4.565,3.155
502.18,-4.5,3.299
502.2,-4.433,3.377
502.22,-4.364,3.377
502.24,-4.296,3.286
502.26,-4.232,3.142
502.28,-4.17,2.945
502.3,-4.112,2.683
502.32,-4.062,2.343
502.34,-4.018,1.95
502.36,-3.984,1.532
502.38,-3.957,1.073
502.4,-3.94,0.576
502.42,-3.933,0.039
502.44,-3.938,-0.524
502.46,-3.954,-1.086
502.48,-3.982,-1.649
502.5,-4.02,-2.212
502.52,-4.07,-2.775
502.54,-4.131,-3.312
502.56,-4.203,-3.796
502.58,-4.284,-4.241
502.6,-4.373,-4.634
502.62,-4.47,-4.961
502.64,-4.573,-5.184
502.66,-4.679,-5.288
502.68,-4.786,-5.275
502.7,-4.891,-5.131
502.72,-4.994,-4.869
502.74,-5.088,-4.49
502.76,-5.174,-3.979
502.78,-5.25,-3.351
502.8,-5.309,-2.618
502.82,-5.355,-1.82
502.84,-5.383,-0.969
502.86,-5.394,-0.065
502.88,-5.386,0.864
502.9,-5.36,1.793
502.92,-5.314,2.697
502.94,-5.251,3.547
502.96,-5.171,4.346
502.98,-5.077,5.079
503,-4.967,5.733
503.02,-4.846,6.309
503.04,-4.714,6.781
503.06,-4.573,7.147
503.08,-4.427,7.409
503.1,-4.276,7.592
503.12,-4.122,7.71
503.14,-3.966,7.749
503.16,-3.811,7.723
503.18,-3.657,7.658
503.2,-3.504,7.566
503.22,-3.354,7.474
503.24,-3.206,7.396
503.26,-3.058,7.343
503.28,-2.912,7.317
503.3,-2.766,7.317
503.32,-2.62,7.343
503.34,-2.472,7.396
503.36,-2.325,7.487
503.38,-2.174,7.618
503.4,-2.02,7.775
503.42,-1.863,7.946
503.44,-1.703,8.129
503.46,-1.538,8.325
503.48,-1.37,8.522
503.5,-1.197,8.692
503.52,-1.021,8.836
503.54,-0.844,8.914
503.56,-0.663,8.927
503.58,-0.485,8.849
503.6,-0.308,8.666
503.62,-0.137,8.364
503.64,0.028,7.933
503.66,0.182,7.383
503.68,0.325,6.715
503.7,0.452,5.943
503.72,0.564,5.066
503.74,0.657,4.123
503.76,0.729,3.155
503.78,0.782,2.173
503.8,0.817,1.178
503.82,0.829,0.196
503.84,0.823,-0.72
503.86,0.8,-1.545
503.88,0.76,-2.304
503.9,0.707,-2.985
503.92,0.639,-3.56
503.94,0.562,-4.019
503.96,0.478,-4.359
503.98,0.386,-4.581
504,0.292,-4.686
504.02,0.198,-4.673
504.04,0.104,-4.555
504.06,0.014,-4.333
504.08,-0.071,-4.006
504.1,-0.148,-3.6
504.12,-0.215,-3.129
504.14,-0.273,-2.618
504.16,-0.32,-2.081
504.18,-0.357,-1.518
504.2,-0.382,-0.942
504.22,-0.394,-0.353
504.24,-0.396,0.209
504.26,-0.385,0.72
504.28,-0.366,1.191
504.3,-0.338,1.623
504.32,-0.3,2.016
504.34,-0.256,2.343
504.36,-0.206,2.605
504.38,-0.151,2.788
504.4,-0.093,2.867
504.42,-0.035,2.867
504.44,0.022,2.788
504.46,0.079,2.631
504.48,0.129,2.369
504.5,0.174,2.016
504.52,0.21,1.61
504.54,0.239,1.139
504.56,0.258,0.628
504.58,0.264,0.065
504.6,0.261,-0.511
504.62,0.243,-1.1
504.64,0.217,-1.689
504.66,0.176,-2.238
504.68,0.126,-2.749
504.7,0.066,-3.207
504.72,-0.003,-3.613
504.74,-0.08,-3.927
504.76,-0.162,-4.15
504.78,-0.247,-4.294
504.8,-0.335,-4.346
504.82,-0.423,-4.28
504.84,-0.507,-4.11
504.86,-0.587,-3.862
504.88,-0.663,-3.534
504.9,-0.73,-3.129
504.92,-0.789,-2.657
504.94,-0.837,-2.134
504.96,-0.875,-1.558
504.98,-0.9,-0.956
505,-0.913,-0.34
505.02,-0.914,0.301
505.04,-0.902,0.982
505.06,-0.875,1.676
505.08,-0.834,2.356
505.1,-0.781,3.024
505.12,-0.713,3.691
505.14,-0.633,4.359
505.16,-0.539,4.987
505.18,-0.432,5.563
505.2,-0.316,6.074
505.22,-0.188,6.506
505.24,-0.053,6.833
505.26,0.086,7.029
505.28,0.229,7.095
505.3,0.372,7.003
505.32,0.512,6.754
505.34,0.644,6.349
505.36,0.768,5.786
505.38,0.878,5.079
505.4,0.972,4.241
505.42,1.049,3.299
505.44,1.106,2.265
505.46,1.14,1.165
505.48,1.153,0.026
505.5,1.142,-1.139
505.52,1.107,-2.304
505.54,1.049,-3.443
505.56,0.969,-4.542
505.58,0.867,-5.589
505.6,0.745,-6.558
505.62,0.603,-7.422
505.64,0.446,-8.168
505.66,0.275,-8.77
505.68,0.093,-9.228
505.7,-0.096,-9.543
505.72,-0.291,-9.726
505.74,-0.487,-9.778
505.76,-0.683,-9.7
505.78,-0.877,-9.516
505.8,-1.065,-9.268
505.82,-1.247,-8.993
505.84,-1.425,-8.692
505.86,-1.596,-8.378
505.88,-1.759,-8.063
505.9,-1.918,-7.775
505.92,-2.07,-7.514
505.94,-2.218,-7.278
505.96,-2.361,-7.082
505.98,-2.501,-6.925
506,-2.637,-6.794
506.02,-2.772,-6.689
506.04,-2.904,-6.61
506.06,-3.036,-6.558
506.08,-3.167,-6.532
506.1,-3.297,-6.506
506.12,-3.427,-6.493
506.14,-3.556,-6.493
506.16,-3.687,-6.48
506.18,-3.817,-6.427
506.2,-3.944,-6.336
506.22,-4.07,-6.218
506.24,-4.194,-6.061
506.26,-4.313,-5.825
506.28,-4.428,-5.524
506.3,-4.535,-5.171
506.32,-4.635,-4.765
506.34,-4.727,-4.294
506.36,-4.808,-3.757
506.38,-4.877,-3.168
506.4,-4.935,-2.539
506.42,-4.979,-1.885
506.44,-5.011,-1.23
506.46,-5.028,-0.602
506.48,-5.034,0.013
506.5,-5.028,0.602
506.52,-5.009,1.139
506.54,-4.981,1.597
506.56,-4.945,1.99
506.58,-4.901,2.317
506.6,-4.851,2.566
506.62,-4.797,2.723
506.64,-4.741,2.801
506.66,-4.684,2.788
506.68,-4.628,2.697
506.7,-4.576,2.526
506.72,-4.525,2.291
506.74,-4.483,2.003
506.76,-4.445,1.649
506.78,-4.416,1.257
506.8,-4.395,0.825
506.82,-4.383,0.393
506.84,-4.379,-0.052
506.86,-4.384,-0.497
506.88,-4.4,-0.929
506.9,-4.422,-1.322
506.92,-4.453,-1.676
506.94,-4.489,-1.99
506.96,-4.533,-2.238
506.98,-4.58,-2.435
507,-4.631,-2.553
507.02,-4.684,-2.605
507.04,-4.736,-2.579
507.06,-4.788,-2.461
507.08,-4.836,-2.265
507.1,-4.879,-2.003
507.12,-4.917,-1.689
507.14,-4.948,-1.309
507.16,-4.97,-0.851
507.18,-4.983,-0.34
507.2,-4.984,0.183
507.22,-4.975,0.72
507.24,-4.956,1.257
507.26,-4.924,1.793
507.28,-4.884,2.317
507.3,-4.832,2.814
507.32,-4.771,3.286
507.34,-4.7,3.718
507.36,-4.621,4.097
507.38,-4.535,4.424
507.4,-4.444,4.699
507.42,-4.346,4.909
507.44,-4.246,5.053
507.46,-4.144,5.131
507.48,-4.04,5.171
507.5,-3.936,5.171
507.52,-3.833,5.118
507.54,-3.731,5.027
507.56,-3.632,4.909
507.58,-3.534,4.778
507.6,-3.44,4.621
507.62,-3.349,4.424
507.64,-3.263,4.215
507.66,-3.181,4.006
507.68,-3.102,3.809
507.7,-3.028,3.6
507.72,-2.958,3.364
507.74,-2.893,3.129
507.76,-2.834,2.88
507.78,-2.777,2.618
507.8,-2.728,2.343
507.82,-2.684,2.068
507.84,-2.645,1.793
507.86,-2.612,1.492
507.88,-2.586,1.191
507.9,-2.565,0.903
507.92,-2.549,0.615
507.94,-2.54,0.327
507.96,-2.537,0.052
507.98,-2.538,-0.196
508,-2.545,-0.419
508.02,-2.556,-0.615
508.04,-2.57,-0.785
508.06,-2.587,-0.929
508.08,-2.608,-1.047
508.1,-2.63,-1.126
508.12,-2.653,-1.178
508.14,-2.677,-1.217
508.16,-2.702,-1.23
508.18,-2.727,-1.204
508.2,-2.75,-1.152
508.22,-2.772,-1.073
508.24,-2.794,-0.969
508.26,-2.812,-0.851
508.28,-2.827,-0.72
508.3,-2.842,-0.576
508.32,-2.851,-0.393
508.34,-2.857,-0.183
508.36,-2.859,0.026
508.38,-2.856,0.249
508.4,-2.849,0.471
508.42,-2.837,0.707
508.44,-2.821,0.969
508.46,-2.799,1.244
508.48,-2.771,1.532
508.5,-2.738,1.82
508.52,-2.699,2.134
508.54,-2.653,2.461
508.56,-2.6,2.788
508.58,-2.542,3.115
508.6,-2.476,3.443
508.62,-2.403,3.783
508.64,-2.325,4.123
508.66,-2.238,4.49
508.68,-2.146,4.869
508.7,-2.044,5.249
508.72,-1.935,5.629
508.74,-1.819,6.008
508.76,-1.695,6.401
508.78,-1.563,6.794
508.8,-1.423,7.173
508.82,-1.275,7.527
508.84,-1.122,7.841
508.86,-0.961,8.103
508.88,-0.796,8.299
508.9,-0.628,8.404
508.92,-0.459,8.404
508.94,-0.291,8.273
508.96,-0.126,7.985
508.98,0.031,7.553
509,0.178,6.99
509.02,0.313,6.296
509.04,0.432,5.485
509.06,0.533,4.568
509.08,0.616,3.574
509.1,0.677,2.526
509.12,0.716,1.466
509.14,0.735,0.432
509.16,0.734,-0.563
509.18,0.712,-1.505
509.2,0.672,-2.356
509.22,0.616,-3.115
509.24,0.547,-3.77
509.26,0.463,-4.294
509.28,0.372,-4.686
509.3,0.275,-4.948
509.32,0.173,-5.092
509.34,0.069,-5.092
509.36,-0.033,-4.961
509.38,-0.13,-4.712
509.4,-0.223,-4.359
509.42,-0.306,-3.914
509.44,-0.38,-3.39
509.46,-0.443,-2.814
509.48,-0.493,-2.173
509.5,-0.531,-1.492
509.52,-0.553,-0.812
509.54,-0.562,-0.131
509.56,-0.559,0.537
509.58,-0.54,1.204
509.6,-0.511,1.846
509.62,-0.467,2.448
509.64,-0.412,3.011
509.66,-0.346,3.508
509.68,-0.27,3.927
509.7,-0.187,4.267
509.72,-0.099,4.516
509.74,-0.005,4.673
509.76,0.09,4.712
509.78,0.185,4.621
509.8,0.276,4.411
509.82,0.363,4.084
509.84,0.441,3.652
509.86,0.511,3.115
509.88,0.567,2.474
509.9,0.611,1.728
509.92,0.638,0.903
509.94,0.647,0.039
509.96,0.639,-0.838
509.98,0.614,-1.728
510,0.57,-2.605
510.02,0.509,-3.443
510.04,0.432,-4.228
510.06,0.339,-4.948
510.08,0.232,-5.589
510.1,0.115,-6.126
510.12,-0.014,-6.545
510.14,-0.149,-6.833
510.16,-0.289,-6.99
510.18,-0.43,-7.029
510.2,-0.572,-6.938
510.22,-0.71,-6.741
510.24,-0.842,-6.453
510.26,-0.969,-6.074
510.28,-1.087,-5.629
510.3,-1.194,-5.131
510.32,-1.293,-4.595
510.34,-1.379,-4.019
510.36,-1.453,-3.403
510.38,-1.516,-2.775
510.4,-1.565,-2.134
510.42,-1.601,-1.466
510.44,-1.624,-0.785
510.46,-1.632,-0.092
510.48,-1.627,0.602
510.5,-1.608,1.309
510.52,-1.576,2.055
510.54,-1.527,2.814
510.56,-1.462,3.587
510.58,-1.384,4.372
510.6,-1.288,5.171
510.62,-1.177,5.982
510.64,-1.049,6.781
510.66,-0.905,7.553
510.68,-0.746,8.273
510.7,-0.573,8.927
510.72,-0.388,9.477
510.74,-0.192,9.883
510.76,0.009,10.105
510.78,0.215,10.132
510.8,0.418,9.935
510.82,0.616,9.503
510.84,0.801,8.849
510.86,0.972,7.985
510.88,1.123,6.938
510.9,1.252,5.707
510.92,1.354,4.346
510.94,1.426,2.88
510.96,1.47,1.348
510.98,1.481,-0.223
511,1.461,-1.82
511.02,1.409,-3.403
511.04,1.324,-4.961
511.06,1.21,-6.453
511.08,1.065,-7.841
511.1,0.894,-9.111
511.12,0.699,-10.223
511.14,0.482,-11.14
511.16,0.25,-11.833
511.18,0.006,-12.291
511.2,-0.245,-12.54
511.22,-0.498,-12.593
511.24,-0.751,-12.475
511.26,-0.999,-12.239
511.28,-1.241,-11.925
511.3,-1.477,-11.585
511.32,-1.704,-11.231
511.34,-1.926,-10.878
511.36,-2.139,-10.564
511.38,-2.347,-10.315
511.4,-2.551,-10.158
511.42,-2.752,-10.066
511.44,-2.953,-10.027
511.46,-3.153,-10.04
511.48,-3.354,-10.092
511.5,-3.556,-10.158
511.52,-3.76,-10.197
511.54,-3.965,-10.184
511.56,-4.169,-10.105
511.58,-4.37,-9.935
511.6,-4.568,-9.647
511.62,-4.758,-9.215
511.64,-4.939,-8.613
511.66,-5.105,-7.841
511.68,-5.254,-6.912
511.7,-5.383,-5.864
511.72,-5.49,-4.699
511.74,-5.573,-3.43
511.76,-5.628,-2.094
511.78,-5.656,-0.746
511.8,-5.658,0.589
511.82,-5.633,1.898
511.84,-5.581,3.142
511.86,-5.506,4.28
511.88,-5.408,5.288
511.9,-5.292,6.165
511.92,-5.16,6.885
511.94,-5.014,7.448
511.96,-4.86,7.841
511.98,-4.698,8.063
512,-4.535,8.142
512.02,-4.372,8.077
512.04,-4.21,7.88
512.06,-4.054,7.553
512.08,-3.907,7.147
512.1,-3.768,6.689
512.12,-3.638,6.178
512.14,-3.52,5.616
512.16,-3.413,5.027
512.18,-3.319,4.451
512.2,-3.236,3.875
512.22,-3.164,3.312
512.24,-3.104,2.749
512.26,-3.054,2.199
512.28,-3.016,1.662
512.3,-2.988,1.139
512.32,-2.97,0.654
512.34,-2.963,0.209
512.36,-2.963,-0.196
512.38,-2.97,-0.563
512.4,-2.986,-0.903
512.42,-3.007,-1.217
512.44,-3.035,-1.492
512.46,-3.068,-1.741
512.48,-3.104,-1.95
512.5,-3.146,-2.147
512.52,-3.19,-2.317
512.54,-3.239,-2.448
512.56,-3.289,-2.566
512.58,-3.341,-2.657
512.6,-3.396,-2.736
512.62,-3.451,-2.788
512.64,-3.508,-2.814
512.66,-3.564,-2.827
512.68,-3.621,-2.814
512.7,-3.677,-2.775
512.72,-3.732,-2.71
512.74,-3.786,-2.631
512.76,-3.837,-2.553
512.78,-3.888,-2.474
512.8,-3.936,-2.369
512.82,-3.984,-2.238
512.84,-4.026,-2.107
512.86,-4.067,-1.977
512.88,-4.106,-1.846
512.9,-4.141,-1.702
512.92,-4.174,-1.571
512.94,-4.203,-1.453
512.96,-4.232,-1.335
512.98,-4.257,-1.23
513,-4.28,-1.152
513.02,-4.302,-1.1
513.04,-4.324,-1.06
513.06,-4.345,-1.034
513.08,-4.365,-1.034
513.1,-4.386,-1.073
513.12,-4.408,-1.139
513.14,-4.431,-1.217
513.16,-4.456,-1.322
513.18,-4.483,-1.453
513.2,-4.514,-1.61
513.22,-4.547,-1.78
513.24,-4.585,-1.963
513.26,-4.626,-2.147
513.28,-4.672,-2.317
513.3,-4.719,-2.487
513.32,-4.771,-2.644
513.34,-4.825,-2.762
513.36,-4.882,-2.827
513.38,-4.939,-2.854
513.4,-4.997,-2.827
513.42,-5.053,-2.723
513.44,-5.107,-2.539
513.46,-5.155,-2.291
513.48,-5.199,-1.977
513.5,-5.235,-1.584
513.52,-5.264,-1.126
513.54,-5.281,-0.628
513.56,-5.289,-0.092
513.58,-5.286,0.484
513.6,-5.27,1.086
513.62,-5.242,1.689
513.64,-5.202,2.278
513.66,-5.151,2.867
513.68,-5.088,3.443
513.7,-5.012,3.966
513.72,-4.928,4.438
513.74,-4.835,4.869
513.76,-4.733,5.262
513.78,-4.623,5.589
513.8,-4.508,5.838
513.82,-4.389,6.034
513.84,-4.266,6.192
513.86,-4.141,6.296
513.88,-4.013,6.362
513.9,-3.886,6.388
513.92,-3.757,6.388
513.94,-3.63,6.375
513.96,-3.503,6.349
513.98,-3.376,6.336
514,-3.25,6.336
514.02,-3.123,6.362
514.04,-2.996,6.414
514.06,-2.867,6.48
514.08,-2.736,6.584
514.1,-2.604,6.728
514.12,-2.468,6.898
514.14,-2.328,7.095
514.16,-2.185,7.33
514.18,-2.036,7.618
514.2,-1.88,7.919
514.22,-1.718,8.221
514.24,-1.552,8.535
514.26,-1.378,8.862
514.28,-1.197,9.163
514.3,-1.01,9.386
514.32,-0.82,9.53
514.34,-0.628,9.595
514.36,-0.435,9.569
514.38,-0.243,9.412
514.4,-0.057,9.084
514.42,0.123,8.574
514.44,0.289,7.893
514.46,0.44,7.069
514.48,0.573,6.113
514.5,0.686,5.04
514.52,0.776,3.888
514.54,0.842,2.697
514.56,0.884,1.479
514.58,0.902,0.275
514.6,0.894,-0.877
514.62,0.866,-1.95
514.64,0.815,-2.945
514.66,0.746,-3.835
514.68,0.66,-4.595
514.7,0.561,-5.21
514.72,0.449,-5.668
514.74,0.331,-5.969
514.76,0.209,-6.113
514.78,0.085,-6.113
514.8,-0.038,-5.969
514.82,-0.156,-5.694
514.84,-0.267,-5.301
514.86,-0.369,-4.804
514.88,-0.46,-4.228
514.9,-0.539,-3.574
514.92,-0.605,-2.854
514.94,-0.653,-2.107
514.96,-0.688,-1.348
514.98,-0.708,-0.576
515,-0.712,0.196
515.02,-0.699,0.942
515.04,-0.674,1.649
515.06,-0.633,2.33
515.08,-0.58,2.971
515.1,-0.514,3.56
515.12,-0.437,4.084
515.14,-0.349,4.529
515.16,-0.254,4.896
515.18,-0.152,5.157
515.2,-0.046,5.301
515.22,0.061,5.301
515.24,0.168,5.184
515.26,0.27,4.935
515.28,0.368,4.555
515.3,0.454,4.045
515.32,0.531,3.416
515.34,0.592,2.683
515.36,0.639,1.859
515.38,0.668,0.969
515.4,0.679,0.026
515.42,0.669,-0.942
515.44,0.641,-1.911
515.46,0.592,-2.841
515.48,0.526,-3.731
515.5,0.443,-4.555
515.52,0.342,-5.301
515.54,0.229,-5.943
515.56,0.104,-6.453
515.58,-0.031,-6.833
515.6,-0.171,-7.082
515.62,-0.316,-7.199
515.64,-0.462,-7.173
515.66,-0.605,-7.016
515.68,-0.743,-6.754
515.7,-0.877,-6.401
515.72,-1.001,-5.956
515.74,-1.115,-5.445
515.76,-1.219,-4.883
515.78,-1.312,-4.28
515.8,-1.39,-3.652
515.82,-1.458,-2.998
515.84,-1.511,-2.33
515.86,-1.55,-1.636
515.88,-1.577,-0.942
515.9,-1.588,-0.236
515.92,-1.587,0.497
515.94,-1.569,1.244
515.96,-1.536,2.003
515.98,-1.489,2.762
516,-1.426,3.547
516.02,-1.348,4.359
516.04,-1.252,5.184
516.06,-1.14,5.995
516.08,-1.012,6.781
516.1,-0.869,7.527
516.12,-0.71,8.234
516.14,-0.539,8.875
516.16,-0.353,9.399
516.18,-0.16,9.765
516.2,0.039,9.948
516.22,0.24,9.948
516.24,0.44,9.726
516.26,0.633,9.281
516.28,0.814,8.613
516.3,0.98,7.723
516.32,1.126,6.637
516.34,1.247,5.393
516.36,1.343,4.032
516.38,1.411,2.566
516.4,1.447,1.021
516.42,1.451,-0.55
516.44,1.425,-2.121
516.46,1.367,-3.691
516.48,1.277,-5.223
516.5,1.156,-6.689
516.52,1.008,-8.05
516.54,0.833,-9.268
516.56,0.635,-10.315
516.58,0.418,-11.153
516.6,0.185,-11.794
516.62,-0.057,-12.226
516.64,-0.306,-12.435
516.66,-0.558,-12.435
516.68,-0.806,-12.278
516.7,-1.049,-12.03
516.72,-1.288,-11.702
516.74,-1.519,-11.323
516.76,-1.74,-10.93
516.78,-1.956,-10.577
516.8,-2.163,-10.276
516.82,-2.366,-10.027
516.84,-2.564,-9.857
516.86,-2.758,-9.752
516.88,-2.953,-9.7
516.9,-3.146,-9.673
516.92,-3.34,-9.687
516.94,-3.533,-9.726
516.96,-3.729,-9.752
516.98,-3.924,-9.739
517,-4.119,-9.673
517.02,-4.312,-9.53
517.04,-4.502,-9.255
517.06,-4.684,-8.849
517.08,-4.857,-8.312
517.1,-5.019,-7.631
517.12,-5.165,-6.794
517.14,-5.292,-5.825
517.16,-5.399,-4.752
517.18,-5.484,-3.587
517.2,-5.543,-2.343
517.22,-5.578,-1.073
517.24,-5.586,0.183
517.26,-5.57,1.414
517.28,-5.529,2.579
517.3,-5.465,3.665
517.32,-5.382,4.634
517.34,-5.278,5.485
517.36,-5.16,6.205
517.38,-5.028,6.754
517.4,-4.887,7.147
517.42,-4.741,7.383
517.44,-4.59,7.487
517.46,-4.439,7.448
517.48,-4.29,7.252
517.5,-4.147,6.951
517.52,-4.012,6.571
517.54,-3.883,6.126
517.56,-3.765,5.616
517.58,-3.658,5.053
517.6,-3.563,4.451
517.62,-3.479,3.822
517.64,-3.41,3.194
517.66,-3.352,2.566
517.68,-3.307,1.937
517.7,-3.275,1.309
517.72,-3.255,0.707
517.74,-3.247,0.144
517.76,-3.25,-0.406
517.78,-3.263,-0.929
517.8,-3.288,-1.427
517.82,-3.321,-1.898
517.84,-3.363,-2.33
517.86,-3.415,-2.736
517.88,-3.473,-3.102
517.9,-3.539,-3.443
517.92,-3.611,-3.757
517.94,-3.69,-4.019
517.96,-3.773,-4.241
517.98,-3.859,-4.411
518,-3.951,-4.542
518.02,-4.042,-4.621
518.04,-4.136,-4.647
518.06,-4.229,-4.608
518.08,-4.321,-4.49
518.1,-4.409,-4.307
518.12,-4.494,-4.058
518.14,-4.573,-3.757
518.16,-4.645,-3.377
518.18,-4.709,-2.932
518.2,-4.763,-2.435
518.22,-4.807,-1.911
518.24,-4.84,-1.348
518.26,-4.862,-0.759
518.28,-4.869,-0.17
518.3,-4.868,0.393
518.32,-4.854,0.929
518.34,-4.83,1.44
518.36,-4.796,1.898
518.38,-4.753,2.317
518.4,-4.703,2.67
518.42,-4.645,2.958
518.44,-4.584,3.155
518.46,-4.518,3.286
518.48,-4.452,3.351
518.5,-4.383,3.338
518.52,-4.317,3.259
518.54,-4.252,3.102
518.56,-4.191,2.88
518.58,-4.136,2.579
518.6,-4.087,2.225
518.62,-4.046,1.846
518.64,-4.013,1.414
518.66,-3.988,0.942
518.68,-3.976,0.432
518.7,-3.971,-0.105
518.72,-3.979,-0.654
518.74,-3.998,-1.217
518.76,-4.028,-1.78
518.78,-4.068,-2.343
518.8,-4.122,-2.88
518.82,-4.185,-3.377
518.84,-4.257,-3.848
518.86,-4.339,-4.28
518.88,-4.43,-4.621
518.9,-4.525,-4.869
518.92,-4.624,-5.04
518.94,-4.728,-5.118
518.96,-4.832,-5.066
518.98,-4.932,-4.869
519,-5.028,-4.555
519.02,-5.116,-4.123
519.04,-5.195,-3.574
519.06,-5.261,-2.919
519.08,-5.312,-2.173
519.1,-5.349,-1.361
519.12,-5.367,-0.497
519.14,-5.369,0.393
519.16,-5.352,1.283
519.18,-5.317,2.173
519.2,-5.265,3.037
519.22,-5.195,3.848
519.24,-5.11,4.595
519.26,-5.011,5.275
519.28,-4.898,5.89
519.3,-4.774,6.401
519.32,-4.64,6.807
519.34,-4.5,7.134
519.36,-4.354,7.37
519.38,-4.203,7.514
519.4,-4.053,7.566
519.42,-3.9,7.566
519.44,-3.749,7.54
519.46,-3.599,7.474
519.48,-3.449,7.383
519.5,-3.303,7.291
519.52,-3.159,7.226
519.54,-3.014,7.173
519.56,-2.871,7.121
519.58,-2.73,7.095
519.6,-2.589,7.121
519.62,-2.446,7.186
519.64,-2.301,7.278
519.66,-2.155,7.396
519.68,-2.006,7.54
519.7,-1.854,7.71
519.72,-1.698,7.893
519.74,-1.538,8.077
519.76,-1.374,8.26
519.78,-1.208,8.43
519.8,-1.037,8.561
519.82,-0.864,8.626
519.84,-0.691,8.626
519.86,-0.518,8.574
519.88,-0.347,8.43
519.9,-0.179,8.168
519.92,-0.019,7.775
519.94,0.134,7.265
519.96,0.273,6.663
519.98,0.401,5.956
520,0.514,5.157
520.02,0.608,4.28
520.04,0.685,3.364
520.06,0.743,2.435
520.08,0.782,1.492
520.1,0.803,0.563
520.12,0.804,-0.327
520.14,0.789,-1.152
520.16,0.757,-1.911
520.18,0.712,-2.579
520.2,0.652,-3.155
520.22,0.584,-3.626
520.24,0.506,-3.992
520.26,0.423,-4.241
520.28,0.335,-4.372
520.3,0.247,-4.398
520.32,0.157,-4.32
520.34,0.072,-4.136
520.36,-0.009,-3.862
520.38,-0.083,-3.521
520.4,-0.151,-3.102
520.42,-0.209,-2.631
520.44,-0.256,-2.121
520.46,-0.294,-1.597
520.48,-0.32,-1.073
520.5,-0.336,-0.55
520.52,-0.342,-0.039
520.54,-0.338,0.445
520.56,-0.324,0.89
520.58,-0.302,1.296
520.6,-0.272,1.662
520.62,-0.234,1.963
520.64,-0.192,2.186
520.66,-0.146,2.343
520.68,-0.097,2.435
520.7,-0.047,2.448
520.72,0.002,2.369
520.74,0.049,2.212
520.76,0.091,1.977
520.78,0.129,1.676
520.8,0.159,1.309
520.82,0.182,0.877
520.84,0.195,0.393
520.86,0.198,-0.118
520.88,0.19,-0.628
520.9,0.173,-1.152
520.92,0.145,-1.676
520.94,0.105,-2.173
520.96,0.057,-2.618
520.98,-9.78E-16,-3.011
521,-0.064,-3.351
521.02,-0.135,-3.613
521.04,-0.21,-3.796
521.06,-0.287,-3.888
521.08,-0.368,-3.888
521.1,-0.445,-3.796
521.12,-0.52,-3.613
521.14,-0.591,-3.351
521.16,-0.655,-3.011
521.18,-0.712,-2.605
521.2,-0.76,-2.147
521.22,-0.798,-1.636
521.24,-0.826,-1.086
521.26,-0.842,-0.497
521.28,-0.847,0.131
521.3,-0.837,0.759
521.32,-0.815,1.401
521.34,-0.782,2.042
521.36,-0.734,2.697
521.38,-0.674,3.351
521.4,-0.6,3.979
521.42,-0.514,4.581
521.44,-0.416,5.131
521.46,-0.308,5.642
521.48,-0.19,6.087
521.5,-0.063,6.427
521.52,0.069,6.637
521.54,0.204,6.715
521.56,0.339,6.663
521.58,0.473,6.466
521.6,0.6,6.126
521.62,0.719,5.629
521.64,0.828,4.987
521.66,0.92,4.215
521.68,0.997,3.338
521.7,1.056,2.382
521.72,1.093,1.361
521.74,1.111,0.288
521.76,1.106,-0.812
521.78,1.078,-1.911
521.8,1.029,-2.998
521.82,0.958,-4.058
521.84,0.866,-5.066
521.86,0.754,-5.995
521.88,0.625,-6.846
521.9,0.479,-7.605
521.92,0.319,-8.234
521.94,0.148,-8.705
521.96,-0.031,-9.045
521.98,-0.215,-9.255
522,-0.404,-9.346
522.02,-0.591,-9.32
522.04,-0.778,-9.189
522.06,-0.96,-8.993
522.08,-1.137,-8.731
522.1,-1.31,-8.443
522.12,-1.475,-8.142
522.14,-1.635,-7.841
522.16,-1.789,-7.54
522.18,-1.937,-7.239
522.2,-2.078,-6.964
522.22,-2.215,-6.728
522.24,-2.347,-6.532
522.26,-2.476,-6.375
522.28,-2.601,-6.244
522.3,-2.725,-6.126
522.32,-2.846,-6.021
522.34,-2.966,-5.93
