Time (s) Auto,Angle (rad) 3pi/4 forkudt,Angular Velocity (rad/s) 3pi/4 forkudt
1908.24,-2.677,-0.445
1908.26,-2.677,0.524
1908.28,-2.656,1.518
1908.3,-2.615,2.513
1908.32,-2.556,3.508
1908.34,-2.476,4.529
1908.36,-2.375,5.576
1908.38,-2.253,6.65
1908.4,-2.11,7.736
1908.42,-1.943,8.823
1908.44,-1.756,9.87
1908.46,-1.547,10.839
1908.48,-1.321,11.702
1908.5,-1.078,12.148
1908.52,-0.822,12.409
1908.54,-0.589,12.907
1908.56,-0.32,13.561
1908.58,-0.03,13.888
1908.6,0.247,13.587
1908.62,0.511,12.998
1908.64,0.77,12.278
1908.66,1.007,11.284
1908.68,1.224,10.001
1908.7,1.411,8.535
1908.72,1.566,6.912
1908.74,1.689,5.144
1908.76,1.775,3.246
1908.78,1.819,1.283
1908.8,1.825,-0.654
1908.82,1.792,-2.539
1908.84,1.723,-4.398
1908.86,1.616,-6.218
1908.88,1.473,-7.985
1908.9,1.296,-9.634
1908.92,1.085,-11.126
1908.94,0.848,-12.409
1908.96,0.586,-13.456
1908.98,0.306,-14.19
1909,0.013,-14.517
1909.02,-0.281,-14.438
1909.04,-0.569,-13.888
1909.06,-0.845,-12.867
1909.08,-1.09,-11.873
1909.1,-1.304,-11.087
1909.12,-1.535,-10.446
1909.14,-1.731,-9.673
1909.16,-1.916,-8.783
1909.18,-2.083,-7.893
1909.2,-2.237,-6.715
1909.22,-2.358,-5.445
1909.24,-2.447,-4.32
1909.26,-2.526,-3.377
1909.28,-2.587,-2.409
1909.3,-2.623,-1.361
1909.32,-2.639,-0.34
1909.34,-2.637,0.641
1909.36,-2.614,1.636
1909.38,-2.571,2.657
1909.4,-2.509,3.678
1909.42,-2.424,4.725
1909.44,-2.32,5.786
1909.46,-2.193,6.872
1909.48,-2.045,7.959
1909.5,-1.874,9.032
1909.52,-1.684,10.066
1909.54,-1.47,10.996
1909.56,-1.241,11.755
1909.58,-0.997,12.161
1909.6,-0.746,12.501
1909.62,-0.506,13.103
1909.64,-0.232,13.561
1909.66,0.061,13.666
1909.68,0.314,13.286
1909.7,0.587,12.737
1909.72,0.836,12.004
1909.74,1.068,10.852
1909.76,1.274,9.503
1909.78,1.451,7.985
1909.8,1.593,6.349
1909.82,1.707,4.568
1909.84,1.78,2.657
1909.86,1.813,0.681
1909.88,1.806,-1.23
1909.9,1.762,-3.102
1909.92,1.682,-4.948
1909.94,1.565,-6.754
1909.96,1.411,-8.482
1909.98,1.224,-10.066
1910,1.005,-11.493
1910.02,0.762,-12.71
1910.04,0.493,-13.679
1910.06,0.21,-14.294
1910.08,-0.085,-14.517
1910.1,-0.375,-14.268
1910.12,-0.663,-13.522
1910.14,-0.924,-12.527
1910.16,-1.159,-11.585
1910.18,-1.382,-10.839
1910.2,-1.594,-10.145
1910.22,-1.789,-9.372
1910.24,-1.97,-8.548
1910.26,-2.132,-7.527
1910.28,-2.278,-6.296
1910.3,-2.384,-5.066
1910.32,-2.472,-4.006
1910.34,-2.545,-3.076
1910.36,-2.598,-2.081
1910.38,-2.628,-1.06
1910.4,-2.639,-0.052
1910.42,-2.631,0.956
1910.44,-2.601,1.977
1910.46,-2.551,2.998
1910.48,-2.482,4.019
1910.5,-2.391,5.066
1910.52,-2.279,6.139
1910.54,-2.146,7.226
1910.56,-1.99,8.325
1910.58,-1.813,9.399
1910.6,-1.613,10.42
1910.62,-1.395,11.297
1910.64,-1.158,11.925
1910.66,-0.913,12.37
1910.68,-0.664,12.854
1910.7,-0.404,13.456
1910.72,-0.124,13.705
1910.74,0.162,13.548
1910.76,0.415,13.09
1910.78,0.683,12.488
1910.8,0.925,11.663
1910.82,1.15,10.446
1910.84,1.348,9.058
1910.86,1.514,7.514
1910.88,1.648,5.838
1910.9,1.751,4.006
1910.92,1.811,2.055
1910.94,1.832,0.092
1910.96,1.814,-1.806
1910.98,1.759,-3.678
1911,1.667,-5.524
1911.02,1.538,-7.317
1911.04,1.373,-9.019
1911.06,1.175,-10.577
1911.08,0.947,-11.951
1911.1,0.694,-13.116
1911.12,0.419,-14.019
1911.14,0.129,-14.53
1911.16,-0.17,-14.635
1911.18,-0.46,-14.229
1911.2,-0.748,-13.313
1911.22,-1.001,-12.357
1911.24,-1.227,-11.532
1911.26,-1.464,-10.852
1911.28,-1.668,-10.079
1911.3,-1.861,-9.255
1911.32,-2.039,-8.469
1911.34,-2.204,-7.383
1911.36,-2.342,-6.126
1911.38,-2.444,-4.948
1911.4,-2.534,-3.979
1911.42,-2.606,-3.05
1911.44,-2.658,-2.042
1911.46,-2.686,-1.047
1911.48,-2.699,-0.065
1911.5,-2.691,0.916
1911.52,-2.661,1.898
1911.54,-2.614,2.867
1911.56,-2.548,3.848
1911.58,-2.46,4.869
1911.6,-2.353,5.917
1911.62,-2.224,6.99
1911.64,-2.073,8.077
1911.66,-1.901,9.137
1911.68,-1.707,10.158
1911.7,-1.494,11.087
1911.72,-1.261,11.846
1911.74,-1.016,12.082
1911.76,-0.763,12.278
1911.78,-0.542,12.946
1911.8,-0.262,13.653
1911.82,0.036,13.954
1911.84,0.297,13.535
1911.86,0.573,12.933
1911.88,0.825,12.148
1911.9,1.06,10.956
1911.92,1.268,9.582
1911.94,1.445,8.037
1911.96,1.59,6.375
1911.98,1.703,4.555
1912,1.775,2.618
1912.02,1.806,0.641
1912.04,1.8,-1.283
1912.06,1.755,-3.155
1912.08,1.673,-5
1912.1,1.555,-6.794
1912.12,1.4,-8.508
1912.14,1.213,-10.079
1912.16,0.994,-11.467
1912.18,0.751,-12.671
1912.2,0.485,-13.627
1912.22,0.201,-14.216
1912.24,-0.091,-14.386
1912.26,-0.379,-14.085
1912.28,-0.661,-13.299
1912.3,-0.919,-12.252
1912.32,-1.147,-11.31
1912.34,-1.363,-10.655
1912.36,-1.574,-10.027
1912.38,-1.77,-9.189
1912.4,-1.943,-8.247
1912.42,-2.097,-7.213
1912.44,-2.237,-5.995
1912.46,-2.342,-4.699
1912.48,-2.417,-3.547
1912.5,-2.48,-2.579
1912.52,-2.524,-1.597
1912.54,-2.545,-0.537
1912.56,-2.545,0.524
1912.58,-2.524,1.571
1912.6,-2.482,2.618
1912.62,-2.419,3.665
1912.64,-2.336,4.739
1912.66,-2.231,5.851
1912.68,-2.102,6.977
1912.7,-1.951,8.077
1912.72,-1.778,9.163
1912.74,-1.585,10.197
1912.76,-1.368,11.113
1912.78,-1.137,11.742
1912.8,-0.892,12.344
1912.82,-0.652,12.894
1912.84,-0.372,13.339
1912.86,-0.11,13.391
1912.88,0.167,13.155
1912.9,0.416,12.841
1912.92,0.68,12.265
1912.94,0.917,11.441
1912.96,1.137,10.263
1912.98,1.332,8.914
1913,1.497,7.383
1913.02,1.627,5.72
1913.04,1.728,3.914
1913.06,1.788,1.977
1913.08,1.806,0
1913.1,1.786,-1.898
1913.12,1.729,-3.731
1913.14,1.637,-5.55
1913.16,1.508,-7.33
1913.18,1.341,-9.019
1913.2,1.145,-10.564
1913.22,0.917,-11.925
1913.24,0.664,-13.09
1913.26,0.391,-13.954
1913.28,0.101,-14.425
1913.3,-0.193,-14.464
1913.32,-0.482,-14.046
1913.34,-0.762,-13.129
1913.36,-1.016,-12.174
1913.38,-1.235,-11.336
1913.4,-1.47,-10.616
1913.42,-1.668,-9.857
1913.44,-1.857,-9.045
1913.46,-2.031,-8.273
1913.48,-2.193,-7.16
1913.5,-2.325,-5.877
1913.52,-2.422,-4.712
1913.54,-2.507,-3.757
1913.56,-2.576,-2.827
1913.58,-2.622,-1.806
1913.6,-2.647,-0.785
1913.62,-2.653,0.209
1913.64,-2.639,1.217
1913.66,-2.604,2.225
1913.68,-2.549,3.22
1913.7,-2.476,4.228
1913.72,-2.381,5.288
1913.74,-2.265,6.388
1913.76,-2.125,7.487
1913.78,-1.965,8.574
1913.8,-1.783,9.634
1913.82,-1.579,10.629
1913.84,-1.356,11.506
1913.86,-1.117,12.056
1913.88,-0.864,12.409
1913.9,-0.624,12.854
1913.92,-0.36,13.483
1913.94,-0.079,13.823
1913.96,0.209,13.653
1913.98,0.467,13.09
1914,0.734,12.344
1914.02,0.968,11.428
1914.04,1.189,10.197
1914.06,1.382,8.796
1914.08,1.543,7.213
1914.1,1.67,5.511
1914.12,1.767,3.652
1914.14,1.819,1.676
1914.16,1.832,-0.288
1914.18,1.806,-2.16
1914.2,1.745,-4.019
1914.22,1.646,-5.864
1914.24,1.51,-7.645
1914.26,1.338,-9.307
1914.28,1.136,-10.839
1914.3,0.903,-12.187
1914.32,0.644,-13.299
1914.34,0.368,-14.111
1914.36,0.075,-14.53
1914.38,-0.221,-14.556
1914.4,-0.511,-14.059
1914.42,-0.793,-13.09
1914.44,-1.04,-12.161
1914.46,-1.263,-11.362
1914.48,-1.5,-10.655
1914.5,-1.696,-9.831
1914.52,-1.885,-8.98
1914.54,-2.058,-8.181
1914.56,-2.216,-7.055
1914.58,-2.347,-5.786
1914.6,-2.443,-4.621
1914.62,-2.526,-3.652
1914.64,-2.592,-2.71
1914.66,-2.636,-1.689
1914.68,-2.658,-0.681
1914.7,-2.663,0.301
1914.72,-2.647,1.296
1914.74,-2.611,2.304
1914.76,-2.554,3.299
1914.78,-2.479,4.307
1914.8,-2.383,5.341
1914.82,-2.265,6.414
1914.84,-2.127,7.514
1914.86,-1.965,8.613
1914.88,-1.781,9.673
1914.9,-1.577,10.655
1914.92,-1.354,11.532
1914.94,-1.114,12.03
1914.96,-0.861,12.265
1914.98,-0.627,12.684
1915,-0.369,13.417
1915.02,-0.083,13.888
1915.04,0.206,13.731
1915.06,0.465,13.116
1915.08,0.73,12.344
1915.1,0.966,11.401
1915.12,1.186,10.158
1915.14,1.378,8.744
1915.16,1.538,7.147
1915.18,1.663,5.419
1915.2,1.758,3.547
1915.22,1.808,1.584
1915.24,1.819,-0.38
1915.26,1.792,-2.278
1915.28,1.728,-4.136
1915.3,1.626,-5.956
1915.32,1.489,-7.71
1915.34,1.316,-9.372
1915.36,1.112,-10.891
1915.38,0.878,-12.2
1915.4,0.62,-13.273
1915.42,0.344,-14.046
1915.44,0.053,-14.451
1915.46,-0.24,-14.451
1915.48,-0.529,-13.928
1915.5,-0.807,-12.907
1915.52,-1.051,-11.951
1915.54,-1.268,-11.192
1915.56,-1.503,-10.524
1915.58,-1.698,-9.7
1915.6,-1.883,-8.81
1915.62,-2.051,-7.985
1915.64,-2.207,-6.846
1915.66,-2.333,-5.563
1915.68,-2.424,-4.398
1915.7,-2.502,-3.43
1915.72,-2.565,-2.474
1915.74,-2.603,-1.427
1915.76,-2.62,-0.393
1915.78,-2.619,0.602
1915.8,-2.597,1.61
1915.82,-2.554,2.631
1915.84,-2.491,3.665
1915.86,-2.408,4.712
1915.88,-2.303,5.786
1915.9,-2.177,6.885
1915.92,-2.028,7.985
1915.94,-1.857,9.071
1915.96,-1.665,10.105
1915.98,-1.451,11.022
1916,-1.221,11.742
1916.02,-0.979,12.239
1916.04,-0.729,12.658
1916.06,-0.474,13.247
1916.08,-0.206,13.522
1916.1,0.088,13.456
1916.12,0.331,13.129
1916.14,0.603,12.645
1916.16,0.855,11.951
1916.18,1.082,10.747
1916.2,1.286,9.386
1916.22,1.461,7.893
1916.24,1.602,6.257
1916.26,1.714,4.477
1916.28,1.784,2.553
1916.3,1.816,0.576
1916.32,1.806,-1.335
1916.34,1.761,-3.194
1916.36,1.679,-5.027
1916.38,1.56,-6.833
1916.4,1.404,-8.561
1916.42,1.216,-10.158
1916.44,0.996,-11.585
1916.46,0.749,-12.802
1916.48,0.481,-13.758
1916.5,0.195,-14.36
1916.52,-0.101,-14.556
1916.54,-0.393,-14.281
1916.56,-0.679,-13.561
1916.58,-0.941,-12.579
1916.6,-1.18,-11.637
1916.62,-1.401,-10.852
1916.64,-1.615,-10.145
1916.66,-1.808,-9.425
1916.68,-1.99,-8.639
1916.7,-2.157,-7.618
1916.72,-2.303,-6.375
1916.74,-2.41,-5.184
1916.76,-2.502,-4.189
1916.78,-2.579,-3.272
1916.8,-2.636,-2.251
1916.82,-2.669,-1.23
1916.84,-2.683,-0.249
1916.86,-2.68,0.72
1916.88,-2.655,1.702
1916.9,-2.611,2.697
1916.92,-2.548,3.691
1916.94,-2.463,4.712
1916.96,-2.359,5.747
1916.98,-2.234,6.82
1917,-2.088,7.933
1917.02,-1.916,9.032
1917.04,-1.725,10.079
1917.06,-1.513,11.022
1917.08,-1.282,11.846
1917.1,-1.037,12.161
1917.12,-0.779,12.383
1917.14,-0.556,12.972
1917.16,-0.276,13.64
1917.18,0.017,13.98
1917.2,0.284,13.614
1917.22,0.561,13.038
1917.24,0.814,12.278
1917.26,1.052,11.179
1917.28,1.266,9.857
1917.3,1.45,8.338
1917.32,1.599,6.702
1917.34,1.72,4.922
1917.36,1.8,2.998
1917.38,1.839,1.008
1917.4,1.839,-0.916
1917.42,1.802,-2.788
1917.44,1.728,-4.634
1917.46,1.616,-6.466
1917.48,1.469,-8.234
1917.5,1.285,-9.87
1917.52,1.071,-11.349
1917.54,0.829,-12.619
1917.56,0.562,-13.666
1917.58,0.28,-14.373
1917.6,-0.019,-14.674
1917.62,-0.314,-14.504
1917.64,-0.605,-13.888
1917.66,-0.875,-12.894
1917.68,-1.125,-11.925
1917.7,-1.341,-11.153
1917.72,-1.569,-10.485
1917.74,-1.769,-9.739
1917.76,-1.956,-8.875
1917.78,-2.124,-7.946
1917.8,-2.279,-6.741
1917.82,-2.399,-5.472
1917.84,-2.49,-4.372
1917.86,-2.57,-3.456
1917.88,-2.633,-2.5
1917.9,-2.67,-1.479
1917.92,-2.689,-0.497
1917.94,-2.691,0.458
1917.96,-2.672,1.44
1917.98,-2.633,2.422
1918,-2.575,3.403
1918.02,-2.498,4.411
1918.04,-2.399,5.445
1918.06,-2.279,6.506
1918.08,-2.139,7.579
1918.1,-1.976,8.652
1918.12,-1.792,9.7
1918.14,-1.588,10.695
1918.16,-1.363,11.558
1918.18,-1.122,12.043
1918.2,-0.872,12.252
1918.22,-0.635,12.684
1918.24,-0.38,13.43
1918.26,-0.091,13.902
1918.28,0.196,13.758
1918.3,0.457,13.169
1918.32,0.723,12.449
1918.34,0.963,11.506
1918.36,1.184,10.223
1918.38,1.376,8.757
1918.4,1.536,7.147
1918.42,1.662,5.419
1918.44,1.756,3.547
1918.46,1.806,1.571
1918.48,1.817,-0.406
1918.5,1.789,-2.291
1918.52,1.725,-4.136
1918.54,1.624,-5.956
1918.56,1.486,-7.723
1918.58,1.313,-9.386
1918.6,1.109,-10.891
1918.62,0.875,-12.2
1918.64,0.617,-13.273
1918.66,0.341,-14.046
1918.68,0.05,-14.438
1918.7,-0.243,-14.425
1918.72,-0.531,-13.941
1918.74,-0.809,-12.867
1918.76,-1.057,-11.82
1918.78,-1.261,-11.061
1918.8,-1.497,-10.498
1918.82,-1.696,-9.752
1918.84,-1.882,-8.783
1918.86,-2.047,-7.893
1918.88,-2.201,-6.754
1918.9,-2.325,-5.485
1918.92,-2.414,-4.32
1918.94,-2.491,-3.351
1918.96,-2.553,-2.382
1918.98,-2.589,-1.322
1919,-2.603,-0.288
1919.02,-2.6,0.707
1919.04,-2.576,1.728
1919.06,-2.531,2.775
1919.08,-2.465,3.809
1919.1,-2.378,4.856
1919.12,-2.271,5.943
1919.14,-2.141,7.055
1919.16,-1.989,8.155
1919.18,-1.814,9.228
1919.2,-1.619,10.263
1919.22,-1.403,11.166
1919.24,-1.169,11.833
1919.26,-0.925,12.422
1919.28,-0.677,12.92
1919.3,-0.404,13.391
1919.32,-0.14,13.47
1919.34,0.145,13.286
1919.36,0.391,12.972
1919.38,0.66,12.449
1919.4,0.902,11.702
1919.42,1.128,10.511
1919.44,1.327,9.124
1919.46,1.495,7.566
1919.48,1.629,5.904
1919.5,1.734,4.11
1919.52,1.797,2.186
1919.54,1.821,0.209
1919.56,1.805,-1.702
1919.58,1.751,-3.56
1919.6,1.662,-5.393
1919.62,1.536,-7.186
1919.64,1.373,-8.888
1919.66,1.178,-10.446
1919.68,0.953,-11.833
1919.7,0.702,-13.025
1919.72,0.429,-13.941
1919.74,0.14,-14.464
1919.76,-0.157,-14.569
1919.78,-0.448,-14.19
1919.8,-0.732,-13.299
1919.82,-0.988,-12.331
1919.84,-1.213,-11.48
1919.86,-1.447,-10.786
1919.88,-1.651,-10.053
1919.9,-1.844,-9.242
1919.92,-2.022,-8.456
1919.94,-2.185,-7.383
1919.96,-2.325,-6.126
1919.98,-2.427,-4.948
1920,-2.515,-3.979
1920.02,-2.589,-3.063
1920.04,-2.641,-2.042
1920.06,-2.669,-1.021
1920.08,-2.68,-0.039
1920.1,-2.672,0.942
1920.12,-2.642,1.937
1920.14,-2.593,2.919
1920.16,-2.526,3.914
1920.18,-2.438,4.948
1920.2,-2.328,6.008
1920.22,-2.198,7.095
1920.24,-2.045,8.181
1920.26,-1.869,9.255
1920.28,-1.674,10.289
1920.3,-1.458,11.205
1920.32,-1.222,11.899
1920.34,-0.977,12.056
1920.36,-0.727,12.291
1920.38,-0.506,13.051
1920.4,-0.218,13.771
1920.42,0.08,13.98
1920.44,0.339,13.456
1920.46,0.614,12.802
1920.48,0.862,11.977
1920.5,1.093,10.76
1920.52,1.297,9.372
1920.54,1.47,7.828
1920.56,1.61,6.152
1920.58,1.72,4.32
1920.6,1.786,2.356
1920.62,1.813,0.38
1920.64,1.8,-1.518
1920.66,1.751,-3.377
1920.68,1.665,-5.21
1920.7,1.543,-7.003
1920.72,1.384,-8.718
1920.74,1.192,-10.289
1920.76,0.969,-11.663
1920.78,0.723,-12.828
1920.8,0.454,-13.744
1920.82,0.168,-14.294
1920.84,-0.126,-14.438
1920.86,-0.413,-14.059
1920.88,-0.697,-13.155
1920.9,-0.947,-12.161
1920.92,-1.17,-11.336
1920.94,-1.4,-10.721
1920.96,-1.605,-10.001
1920.98,-1.799,-9.084
1921,-1.971,-8.181
1921.02,-2.124,-7.134
1921.04,-2.262,-5.917
1921.06,-2.364,-4.66
1921.08,-2.441,-3.547
1921.1,-2.504,-2.592
1921.12,-2.548,-1.597
1921.14,-2.568,-0.55
1921.16,-2.568,0.497
1921.18,-2.549,1.532
1921.2,-2.507,2.579
1921.22,-2.446,3.626
1921.24,-2.362,4.686
1921.26,-2.259,5.786
1921.28,-2.132,6.898
1921.3,-1.982,7.998
1921.32,-1.811,9.084
1921.34,-1.619,10.132
1921.36,-1.404,11.048
1921.38,-1.173,11.729
1921.4,-0.931,12.318
1921.42,-0.685,12.828
1921.44,-0.415,13.339
1921.46,-0.151,13.47
1921.48,0.135,13.313
1921.5,0.382,12.985
1921.52,0.65,12.422
1921.54,0.892,11.663
1921.56,1.115,10.485
1921.58,1.316,9.137
1921.6,1.484,7.618
1921.62,1.619,5.969
1921.64,1.726,4.189
1921.66,1.791,2.265
1921.68,1.816,0.301
1921.7,1.802,-1.597
1921.72,1.751,-3.456
1921.74,1.663,-5.301
1921.76,1.539,-7.108
1921.78,1.378,-8.81
1921.8,1.184,-10.367
1921.82,0.961,-11.755
1921.84,0.712,-12.959
1921.86,0.44,-13.888
1921.88,0.151,-14.438
1921.9,-0.145,-14.569
1921.92,-0.437,-14.229
1921.94,-0.721,-13.378
1921.96,-0.98,-12.396
1921.98,-1.206,-11.519
1922,-1.439,-10.786
1922.02,-1.645,-10.053
1922.04,-1.836,-9.268
1922.06,-2.015,-8.508
1922.08,-2.18,-7.448
1922.1,-2.322,-6.178
1922.12,-2.424,-5
1922.14,-2.513,-4.032
1922.16,-2.589,-3.115
1922.18,-2.641,-2.094
1922.2,-2.67,-1.086
1922.22,-2.683,-0.118
1922.24,-2.677,0.864
1922.26,-2.648,1.859
1922.28,-2.601,2.841
1922.3,-2.535,3.822
1922.32,-2.449,4.843
1922.34,-2.342,5.904
1922.36,-2.213,6.99
1922.38,-2.062,8.077
1922.4,-1.89,9.15
1922.42,-1.696,10.197
1922.44,-1.481,11.126
1922.46,-1.247,11.86
1922.48,-1.004,12.134
1922.5,-0.751,12.37
1922.52,-0.522,13.051
1922.54,-0.245,13.718
1922.56,0.057,13.993
1922.58,0.317,13.548
1922.6,0.595,12.867
1922.62,0.842,12.056
1922.64,1.076,10.891
1922.66,1.283,9.569
1922.68,1.461,8.05
1922.7,1.605,6.388
1922.72,1.72,4.555
1922.74,1.791,2.605
1922.76,1.822,0.641
1922.78,1.816,-1.27
1922.8,1.772,-3.155
1922.82,1.689,-5
1922.84,1.571,-6.794
1922.86,1.417,-8.522
1922.88,1.228,-10.132
1922.9,1.008,-11.545
1922.92,0.763,-12.737
1922.94,0.496,-13.692
1922.96,0.212,-14.294
1922.98,-0.083,-14.491
1923,-0.372,-14.216
1923.02,-0.658,-13.47
1923.04,-0.919,-12.488
1923.06,-1.153,-11.545
1923.08,-1.376,-10.825
1923.1,-1.587,-10.145
1923.12,-1.784,-9.333
1923.14,-1.962,-8.456
1923.16,-2.121,-7.435
1923.18,-2.265,-6.218
1923.2,-2.373,-4.948
1923.22,-2.455,-3.835
1923.24,-2.524,-2.88
1923.26,-2.575,-1.898
1923.28,-2.6,-0.864
1923.3,-2.608,0.144
1923.32,-2.595,1.152
1923.34,-2.562,2.186
1923.36,-2.507,3.22
1923.38,-2.433,4.254
1923.4,-2.337,5.315
1923.42,-2.221,6.414
1923.44,-2.081,7.514
1923.46,-1.92,8.6
1923.48,-1.737,9.66
1923.5,-1.533,10.642
1923.52,-1.308,11.519
1923.54,-1.071,12.017
1923.56,-0.817,12.357
1923.58,-0.583,12.841
1923.6,-0.314,13.417
1923.62,-0.033,13.705
1923.64,0.243,13.456
1923.66,0.504,12.894
1923.68,0.763,12.134
1923.7,0.994,11.153
1923.72,1.21,9.922
1923.74,1.396,8.535
1923.76,1.552,6.938
1923.78,1.676,5.197
1923.8,1.762,3.312
1923.82,1.81,1.348
1923.84,1.816,-0.589
1923.86,1.784,-2.474
1923.88,1.717,-4.32
1923.9,1.612,-6.139
1923.92,1.47,-7.906
1923.94,1.294,-9.556
1923.96,1.085,-11.048
1923.98,0.85,-12.344
1924,0.589,-13.404
1924.02,0.309,-14.163
1924.04,0.017,-14.543
1924.06,-0.278,-14.478
1924.08,-0.569,-13.928
1924.1,-0.842,-12.92
1924.12,-1.09,-11.964
1924.14,-1.307,-11.179
1924.16,-1.539,-10.459
1924.18,-1.734,-9.673
1924.2,-1.918,-8.862
1924.22,-2.089,-8.05
1924.24,-2.248,-6.885
1924.26,-2.37,-5.589
1924.28,-2.463,-4.464
1924.3,-2.545,-3.547
1924.32,-2.609,-2.605
1924.34,-2.65,-1.584
1924.36,-2.67,-0.576
1924.38,-2.673,0.406
1924.4,-2.655,1.388
1924.42,-2.617,2.369
1924.44,-2.56,3.351
1924.46,-2.483,4.372
1924.48,-2.386,5.432
1924.5,-2.267,6.519
1924.52,-2.125,7.605
1924.54,-1.962,8.679
1924.56,-1.778,9.726
1924.58,-1.572,10.721
1924.6,-1.348,11.598
1924.62,-1.106,12.108
1924.64,-0.853,12.409
1924.66,-0.614,12.867
1924.68,-0.35,13.522
1924.7,-0.064,13.875
1924.72,0.22,13.679
1924.74,0.481,13.103
1924.76,0.746,12.357
1924.78,0.982,11.401
1924.8,1.202,10.158
1924.82,1.393,8.744
1924.84,1.554,7.147
1924.86,1.679,5.419
1924.88,1.773,3.547
1924.9,1.824,1.571
1924.92,1.835,-0.406
1924.94,1.806,-2.291
1924.96,1.742,-4.136
1924.98,1.641,-5.969
1925,1.503,-7.762
1925.02,1.329,-9.438
1925.04,1.123,-10.943
1925.06,0.889,-12.252
1925.08,0.63,-13.352
1925.1,0.352,-14.15
1925.12,0.058,-14.556
1925.14,-0.237,-14.569
1925.16,-0.528,-14.072
1925.18,-0.811,-13.051
1925.2,-1.057,-12.069
1925.22,-1.274,-11.297
1925.24,-1.513,-10.668
1925.26,-1.711,-9.883
1925.28,-1.901,-8.993
1925.3,-2.072,-8.155
1925.32,-2.231,-7.003
1925.34,-2.359,-5.733
1925.36,-2.454,-4.595
1925.38,-2.537,-3.652
1925.4,-2.604,-2.71
1925.42,-2.647,-1.676
1925.44,-2.669,-0.668
1925.46,-2.673,0.301
1925.48,-2.658,1.283
1925.5,-2.622,2.278
1925.52,-2.567,3.272
1925.54,-2.491,4.28
1925.56,-2.395,5.315
1925.58,-2.279,6.375
1925.6,-2.141,7.461
1925.62,-1.981,8.548
1925.64,-1.799,9.608
1925.66,-1.596,10.616
1925.68,-1.373,11.48
1925.7,-1.133,11.99
1925.72,-0.884,12.2
1925.74,-0.646,12.593
1925.76,-0.396,13.352
1925.78,-0.11,13.875
1925.8,0.182,13.797
1925.82,0.441,13.195
1925.84,0.708,12.449
1925.86,0.947,11.519
1925.88,1.17,10.249
1925.9,1.362,8.81
1925.92,1.524,7.213
1925.94,1.651,5.511
1925.96,1.747,3.652
1925.98,1.8,1.689
1926,1.813,-0.288
1926.02,1.788,-2.186
1926.04,1.725,-4.032
1926.06,1.626,-5.851
1926.08,1.491,-7.631
1926.1,1.319,-9.307
1926.12,1.115,-10.812
1926.14,0.884,-12.108
1926.16,0.628,-13.195
1926.18,0.353,-14.006
1926.2,0.063,-14.425
1926.22,-0.231,-14.425
1926.24,-0.518,-13.954
1926.26,-0.796,-12.881
1926.28,-1.046,-11.82
1926.3,-1.249,-11.061
1926.32,-1.484,-10.524
1926.34,-1.685,-9.804
1926.36,-1.872,-8.823
1926.38,-2.037,-7.919
1926.4,-2.191,-6.794
1926.42,-2.317,-5.537
1926.44,-2.408,-4.359
1926.46,-2.485,-3.364
1926.48,-2.546,-2.395
1926.5,-2.582,-1.348
1926.52,-2.598,-0.314
1926.54,-2.595,0.694
1926.56,-2.571,1.728
1926.58,-2.526,2.775
1926.6,-2.46,3.809
1926.62,-2.373,4.856
1926.64,-2.267,5.943
1926.66,-2.136,7.055
1926.68,-1.984,8.168
1926.7,-1.81,9.242
1926.72,-1.613,10.263
1926.74,-1.398,11.153
1926.76,-1.164,11.781
1926.78,-0.92,12.239
1926.8,-0.677,12.658
1926.82,-0.416,13.195
1926.84,-0.149,13.522
1926.86,0.135,13.509
1926.88,0.394,13.129
1926.9,0.661,12.462
1926.92,0.9,11.585
1926.94,1.125,10.393
1926.96,1.321,9.032
1926.98,1.488,7.501
1927,1.621,5.838
1927.02,1.725,4.019
1927.04,1.784,2.068
1927.06,1.806,0.105
1927.08,1.788,-1.793
1927.1,1.734,-3.652
1927.12,1.641,-5.472
1927.14,1.514,-7.252
1927.16,1.351,-8.94
1927.18,1.155,-10.485
1927.2,0.928,-11.846
1927.22,0.679,-12.985
1927.24,0.405,-13.849
1927.26,0.119,-14.347
1927.28,-0.174,-14.438
1927.3,-0.463,-14.032
1927.32,-0.745,-13.064
1927.34,-0.994,-12.082
1927.36,-1.211,-11.284
1927.38,-1.447,-10.616
1927.4,-1.646,-9.844
1927.42,-1.833,-8.967
1927.44,-2.006,-8.168
1927.46,-2.163,-7.069
1927.48,-2.297,-5.786
1927.5,-2.391,-4.595
1927.52,-2.472,-3.6
1927.54,-2.538,-2.657
1927.56,-2.581,-1.61
1927.58,-2.601,-0.563
1927.6,-2.603,0.445
1927.62,-2.584,1.453
1927.64,-2.545,2.487
1927.66,-2.485,3.534
1927.68,-2.403,4.595
1927.7,-2.301,5.668
1927.72,-2.177,6.754
1927.74,-2.031,7.854
1927.76,-1.863,8.954
1927.78,-1.673,10.014
1927.8,-1.461,10.93
1927.82,-1.232,11.663
1927.84,-0.993,12.2
1927.86,-0.741,12.606
1927.88,-0.487,13.142
1927.9,-0.225,13.43
1927.92,0.068,13.47
1927.94,0.316,13.208
1927.96,0.589,12.697
1927.98,0.839,11.977
1928,1.068,10.799
1928.02,1.274,9.451
1928.04,1.45,7.946
1928.06,1.591,6.309
