Time (s) Auto,Angle (rad) pi/2 postiv/lagt til venstre,Angular Velocity (rad/s) pi/2 postiv/lagt til venstre
21.76,-1.079,-7.213
21.78,-1.219,-6.702
21.8,-1.348,-6.165
21.82,-1.466,-5.642
21.84,-1.572,-5.144
21.86,-1.671,-4.673
21.88,-1.759,-4.215
21.9,-1.839,-3.757
21.92,-1.91,-3.312
21.94,-1.971,-2.867
21.96,-2.025,-2.422
21.98,-2.069,-1.99
22,-2.103,-1.558
22.02,-2.132,-1.126
22.04,-2.149,-0.681
22.06,-2.158,-0.157
22.08,-2.158,0.694
22.1,-2.141,1.558
22.12,-2.083,2.094
22.14,-2.047,2.356
22.16,-2.001,2.697
22.18,-1.94,3.39
22.2,-1.866,4.228
22.22,-1.775,5.301
22.24,-1.659,6.362
22.26,-1.511,7.186
22.28,-1.367,7.841
22.3,-1.205,8.561
22.32,-1.024,9.425
22.34,-0.826,10.236
22.36,-0.614,10.969
22.38,-0.386,11.48
22.4,-0.148,11.637
22.42,0.085,11.663
22.44,0.311,11.716
22.46,0.554,11.689
22.48,0.789,11.323
22.5,1.01,10.302
22.52,1.214,8.927
22.54,1.365,7.645
22.56,1.505,6.65
22.58,1.637,5.707
22.6,1.74,4.411
22.62,1.814,2.906
22.64,1.857,1.361
22.66,1.869,-0.209
22.68,1.849,-1.78
22.7,1.797,-3.364
22.72,1.715,-4.948
22.74,1.599,-6.532
22.76,1.453,-8.09
22.78,1.275,-9.569
22.8,1.068,-10.917
22.82,0.836,-12.082
22.84,0.583,-13.051
22.86,0.311,-13.81
22.88,0.027,-14.334
22.9,-0.265,-14.595
22.92,-0.561,-14.622
22.94,-0.853,-14.451
22.96,-1.14,-14.137
22.98,-1.42,-13.718
23,-1.69,-13.221
23.02,-1.949,-12.462
23.04,-2.198,-11.545
23.06,-2.408,-10.956
23.08,-2.617,-10.917
23.1,-2.845,-11.153
23.12,-3.071,-11.061
23.14,-3.292,-10.472
23.16,-3.497,-10.04
23.18,-3.676,-10.119
23.2,-3.892,-10.524
23.22,-4.111,-10.76
23.24,-4.324,-10.564
23.26,-4.535,-10.249
23.28,-4.736,-9.817
23.3,-4.929,-9.228
23.32,-5.108,-8.469
23.34,-5.27,-7.54
23.36,-5.411,-6.48
23.38,-5.531,-5.301
23.4,-5.625,-3.992
23.42,-5.693,-2.592
23.44,-5.729,-1.139
23.46,-5.738,0.314
23.48,-5.716,1.741
23.5,-5.667,3.129
23.52,-5.59,4.424
23.54,-5.488,5.616
23.56,-5.364,6.676
23.58,-5.22,7.605
23.6,-5.058,8.378
23.62,-4.882,8.967
23.64,-4.697,9.386
23.66,-4.505,9.66
23.68,-4.309,9.804
23.7,-4.111,9.857
23.72,-3.914,9.844
23.74,-3.717,9.791
23.76,-3.522,9.713
23.78,-3.329,9.634
23.8,-3.137,9.543
23.82,-2.945,9.451
23.84,-2.76,9.438
23.86,-2.571,9.438
23.88,-2.378,9.242
23.9,-2.194,9.006
23.92,-2.028,9.189
23.94,-1.841,9.673
23.96,-1.629,10.223
23.98,-1.433,10.668
24,-1.21,11.113
24.02,-0.98,11.532
24.04,-0.748,11.663
24.06,-0.511,11.506
24.08,-0.28,11.218
24.1,-0.068,10.943
24.12,0.156,10.668
24.14,0.368,10.171
24.16,0.565,9.333
24.18,0.743,8.338
24.2,0.9,7.226
24.22,1.034,6.048
24.24,1.142,4.817
24.26,1.227,3.56
24.28,1.285,2.291
24.3,1.318,1.034
24.32,1.326,-0.196
24.34,1.31,-1.388
24.36,1.269,-2.526
24.38,1.208,-3.574
24.4,1.125,-4.516
24.42,1.026,-5.354
24.44,0.909,-6.061
24.46,0.781,-6.65
24.48,0.642,-7.095
24.5,0.495,-7.409
24.52,0.344,-7.566
24.54,0.19,-7.566
24.56,0.039,-7.357
24.58,-0.108,-6.768
24.6,-0.24,-6.074
24.62,-0.342,-5.563
24.64,-0.456,-5.262
24.66,-0.561,-4.843
24.68,-0.653,-4.163
24.7,-0.726,-3.443
24.72,-0.79,-2.736
24.74,-0.837,-2.042
24.76,-0.87,-1.335
24.78,-0.891,-0.681
24.8,-0.897,-0.065
24.82,-0.892,0.497
24.84,-0.877,0.995
24.86,-0.851,1.44
24.88,-0.818,1.833
24.9,-0.778,2.173
24.92,-0.73,2.448
24.94,-0.679,2.657
24.96,-0.624,2.723
24.98,-0.565,2.592
25,-0.517,2.265
25.02,-0.474,2.094
25.04,-0.443,2.212
25.06,-0.388,2.422
25.08,-0.338,2.487
25.1,-0.289,2.317
25.12,-0.243,2.107
25.14,-0.204,1.872
25.16,-0.17,1.649
25.18,-0.138,1.453
25.2,-0.112,1.257
25.22,-0.088,1.06
25.24,-0.069,0.89
25.26,-0.053,0.746
25.28,-0.039,0.641
25.3,-0.028,0.576
25.32,-0.017,0.537
25.34,-0.006,0.511
25.36,0.003,0.497
25.38,0.013,0.524
25.4,0.024,0.576
25.42,0.036,0.641
25.44,0.049,0.733
25.46,0.064,0.825
25.48,0.083,0.903
25.5,0.101,0.956
25.52,0.121,1.008
25.54,0.141,1.06
25.56,0.163,1.086
25.58,0.185,1.086
25.6,0.207,1.06
25.62,0.228,1.021
25.64,0.248,0.956
25.66,0.267,0.851
25.68,0.283,0.707
25.7,0.295,0.537
25.72,0.305,0.34
25.74,0.309,0.105
25.76,0.309,-0.157
25.78,0.303,-0.419
25.8,0.292,-0.694
25.82,0.276,-0.995
25.84,0.253,-1.322
25.86,0.223,-1.662
25.88,0.187,-2.003
25.9,0.143,-2.343
25.92,0.093,-2.683
25.94,0.036,-3.011
25.96,-0.028,-3.312
25.98,-0.097,-3.587
26,-0.171,-3.809
26.02,-0.251,-3.979
26.04,-0.331,-4.097
26.06,-0.415,-4.163
26.08,-0.5,-4.176
26.1,-0.583,-4.11
26.12,-0.664,-3.979
26.14,-0.743,-3.796
26.16,-0.817,-3.56
26.18,-0.886,-3.259
26.2,-0.949,-2.88
26.22,-1.002,-2.435
26.24,-1.046,-1.95
26.26,-1.081,-1.427
26.28,-1.104,-0.838
26.3,-1.115,-0.209
26.32,-1.112,0.445
26.34,-1.098,1.113
26.36,-1.068,1.806
26.38,-1.026,2.526
26.4,-0.968,3.233
26.42,-0.895,3.94
26.44,-0.811,4.634
26.46,-0.71,5.315
26.48,-0.597,5.956
26.5,-0.471,6.532
26.52,-0.335,7.042
26.54,-0.188,7.448
26.56,-0.035,7.723
26.58,0.123,7.841
26.6,0.281,7.789
26.62,0.437,7.553
26.64,0.586,7.147
26.66,0.724,6.61
26.68,0.851,5.956
26.7,0.964,5.184
26.72,1.06,4.28
26.74,1.137,3.299
26.76,1.192,2.265
26.78,1.228,1.191
26.8,1.241,0.079
26.82,1.232,-1.073
26.84,1.199,-2.225
26.86,1.142,-3.364
26.88,1.063,-4.464
26.9,0.963,-5.511
26.92,0.842,-6.493
26.94,0.702,-7.383
26.96,0.545,-8.168
26.98,0.374,-8.849
27,0.19,-9.399
27.02,-0.005,-9.778
27.04,-0.204,-10.001
27.06,-0.405,-10.066
27.08,-0.609,-10.001
27.1,-0.807,-9.804
27.12,-1.002,-9.49
27.14,-1.189,-9.111
27.16,-1.367,-8.666
27.18,-1.536,-8.194
27.2,-1.695,-7.697
27.22,-1.844,-7.134
27.24,-1.982,-6.466
27.26,-2.105,-5.681
27.28,-2.21,-4.948
27.3,-2.298,-4.516
27.32,-2.383,-4.359
27.34,-2.474,-4.228
27.36,-2.557,-3.914
27.38,-2.631,-3.469
27.4,-2.695,-3.011
27.42,-2.752,-2.539
27.44,-2.798,-1.937
27.46,-2.834,-1.296
27.48,-2.846,-0.772
27.5,-2.859,-0.393
27.52,-2.865,-0.039
27.54,-2.862,0.445
27.56,-2.848,0.995
27.58,-2.823,1.558
27.6,-2.785,2.134
27.62,-2.738,2.736
27.64,-2.677,3.377
27.66,-2.603,4.045
27.68,-2.515,4.739
27.7,-2.414,5.485
27.72,-2.297,6.283
27.74,-2.163,7.134
27.76,-2.012,8.116
27.78,-1.843,9.098
27.8,-1.643,9.961
27.82,-1.44,10.681
27.84,-1.219,11.205
27.86,-0.985,11.624
27.88,-0.754,12.095
27.9,-0.511,12.684
27.92,-0.242,13.103
27.94,0.025,13.142
27.96,0.283,12.763
27.98,0.542,11.977
28,0.773,10.969
28.02,0.972,9.896
28.04,1.169,8.796
28.06,1.334,7.435
28.08,1.467,5.747
28.1,1.566,3.927
28.12,1.626,2.016
28.14,1.646,0.092
28.16,1.629,-1.793
28.18,1.574,-3.639
28.2,1.483,-5.459
28.22,1.356,-7.226
28.24,1.192,-8.862
28.26,0.997,-10.276
28.28,0.778,-11.428
28.3,0.537,-12.344
28.32,0.281,-13.025
28.34,0.013,-13.43
28.36,-0.261,-13.535
28.38,-0.533,-13.352
28.4,-0.798,-12.894
28.42,-1.052,-12.043
28.44,-1.288,-10.825
28.46,-1.488,-9.765
28.48,-1.662,-9.019
28.5,-1.85,-8.417
28.52,-2.007,-7.461
28.54,-2.152,-6.44
28.56,-2.256,-5.786
28.58,-2.375,-5.315
28.6,-2.479,-4.817
28.62,-2.567,-4.084
28.64,-2.642,-3.364
28.66,-2.702,-2.657
28.68,-2.747,-1.977
28.7,-2.78,-1.335
28.72,-2.801,-0.707
28.74,-2.809,-0.092
28.76,-2.804,0.511
28.78,-2.788,1.1
28.8,-2.76,1.676
28.82,-2.721,2.251
28.84,-2.67,2.814
28.86,-2.608,3.377
28.88,-2.535,3.953
28.9,-2.45,4.542
28.92,-2.353,5.144
28.94,-2.245,5.747
28.96,-2.124,6.349
28.98,-1.99,6.951
29,-1.846,7.54
29.02,-1.689,7.841
29.04,-1.521,7.985
29.06,-1.374,8.404
29.08,-1.202,9.228
29.1,-0.999,10.119
29.12,-0.789,10.433
29.14,-0.573,10.184
29.16,-0.375,9.909
29.18,-0.19,9.857
29.2,0.017,9.844
29.22,0.217,9.451
29.24,0.399,8.6
29.26,0.562,7.566
29.28,0.704,6.401
29.3,0.82,5.131
29.32,0.909,3.783
29.34,0.972,2.409
29.36,1.005,1.034
29.38,1.013,-0.314
29.4,0.993,-1.597
29.42,0.947,-2.801
29.44,0.88,-3.888
29.46,0.79,-4.856
29.48,0.683,-5.694
29.5,0.561,-6.388
29.52,0.426,-6.912
29.54,0.281,-7.265
29.56,0.134,-7.448
29.58,-0.019,-7.435
29.6,-0.168,-7.199
29.62,-0.309,-6.558
29.64,-0.44,-5.576
29.66,-0.534,-4.725
29.68,-0.613,-4.215
29.7,-0.704,-3.848
29.72,-0.776,-3.207
29.74,-0.833,-2.291
29.76,-0.869,-1.348
29.78,-0.886,-0.406
29.8,-0.884,0.484
29.82,-0.866,1.348
29.84,-0.831,2.199
29.86,-0.778,3.024
29.88,-0.708,3.783
29.9,-0.625,4.464
29.92,-0.529,5.079
29.94,-0.421,5.589
29.96,-0.303,5.93
29.98,-0.181,6.126
30,-0.058,6.113
30.02,0.069,5.995
30.04,0.181,5.825
30.06,0.3,5.563
30.08,0.41,5.144
30.1,0.507,4.163
30.12,0.591,3.063
30.14,0.619,2.173
30.16,0.666,1.505
30.18,0.693,0.772
30.2,0.697,-0.314
30.22,0.68,-1.401
30.24,0.641,-2.461
30.26,0.581,-3.482
30.28,0.501,-4.451
30.3,0.402,-5.341
30.32,0.286,-6.126
30.34,0.156,-6.768
30.36,0.013,-7.252
30.38,-0.137,-7.566
30.4,-0.292,-7.697
30.42,-0.448,-7.658
30.44,-0.6,-7.448
30.46,-0.748,-7.121
30.48,-0.886,-6.676
30.5,-1.016,-6.126
30.52,-1.133,-5.367
30.54,-1.236,-4.267
30.56,-1.31,-3.168
30.58,-1.351,-2.382
30.6,-1.398,-1.872
30.62,-1.434,-1.27
30.64,-1.451,-0.38
30.66,-1.45,0.576
30.68,-1.428,1.532
30.7,-1.389,2.5
30.72,-1.329,3.495
30.74,-1.249,4.49
30.76,-1.148,5.445
30.78,-1.03,6.362
30.8,-0.894,7.239
30.82,-0.74,8.077
30.84,-0.57,8.81
30.86,-0.385,9.399
30.88,-0.192,9.804
30.9,0.009,10.014
30.92,0.212,10.04
30.94,0.413,9.844
30.96,0.609,9.438
30.98,0.793,8.783
31,0.964,7.514
31.02,1.112,6.113
31.04,1.192,5.027
31.06,1.299,4.241
31.08,1.381,3.299
31.1,1.433,1.859
31.12,1.455,0.393
31.14,1.448,-1.086
31.16,1.412,-2.592
31.18,1.345,-4.11
31.2,1.247,-5.589
31.22,1.12,-7.003
31.24,0.966,-8.312
31.26,0.785,-9.477
31.28,0.584,-10.485
31.3,0.364,-11.323
31.32,0.129,-11.964
31.34,-0.118,-12.37
31.36,-0.369,-12.54
31.38,-0.622,-12.514
31.4,-0.872,-12.318
31.42,-1.117,-11.964
31.44,-1.352,-11.493
31.46,-1.577,-10.904
31.48,-1.791,-9.975
31.5,-1.987,-8.875
31.52,-2.139,-8.155
31.54,-2.293,-7.985
31.56,-2.463,-8.024
31.58,-2.622,-7.789
31.6,-2.774,-7.357
31.62,-2.917,-6.859
31.64,-3.05,-6.152
31.66,-3.168,-5.589
31.68,-3.261,-5.393
31.7,-3.377,-5.472
31.72,-3.489,-5.459
31.74,-3.597,-5.144
31.76,-3.696,-4.752
31.78,-3.787,-4.385
31.8,-3.869,-4.11
31.82,-3.951,-3.862
31.84,-4.026,-3.574
31.86,-4.093,-3.22
31.88,-4.155,-2.854
31.9,-4.208,-2.487
31.92,-4.254,-2.107
31.94,-4.293,-1.728
31.96,-4.323,-1.348
31.98,-4.346,-0.982
32,-4.362,-0.641
32.02,-4.372,-0.314
32.04,-4.375,-0.026
32.06,-4.372,0.223
32.08,-4.365,0.445
32.1,-4.354,0.641
32.12,-4.339,0.785
32.14,-4.321,0.864
32.16,-4.304,0.903
32.18,-4.285,0.916
32.2,-4.266,0.877
32.22,-4.249,0.785
32.24,-4.235,0.641
32.26,-4.222,0.458
32.28,-4.216,0.236
32.3,-4.213,-0.013
32.32,-4.216,-0.288
32.34,-4.224,-0.589
32.36,-4.24,-0.903
32.38,-4.26,-1.217
32.4,-4.288,-1.532
32.42,-4.321,-1.846
32.44,-4.362,-2.121
32.46,-4.408,-2.356
32.48,-4.456,-2.539
32.5,-4.51,-2.683
32.52,-4.565,-2.762
32.54,-4.621,-2.762
32.56,-4.676,-2.71
32.58,-4.73,-2.592
32.6,-4.782,-2.395
32.62,-4.827,-2.121
32.64,-4.866,-1.78
32.66,-4.899,-1.388
32.68,-4.923,-0.929
32.7,-4.937,-0.419
32.72,-4.94,0.105
32.74,-4.932,0.641
32.76,-4.915,1.191
32.78,-4.885,1.754
32.8,-4.844,2.304
32.82,-4.793,2.827
32.84,-4.731,3.351
32.86,-4.659,3.862
32.88,-4.576,4.32
32.9,-4.485,4.725
32.92,-4.387,5.105
32.94,-4.28,5.459
32.96,-4.167,5.76
32.98,-4.05,6.021
33,-3.927,6.27
33.02,-3.798,6.493
33.04,-3.666,6.689
33.06,-3.531,6.872
33.08,-3.391,7.082
33.1,-3.248,7.304
33.12,-3.099,7.527
33.14,-2.947,7.749
33.16,-2.79,7.972
33.18,-2.628,8.26
33.2,-2.461,8.626
33.22,-2.284,9.045
33.24,-2.099,9.412
33.26,-1.905,9.425
33.28,-1.711,9.556
33.3,-1.541,10.158
33.32,-1.316,11.061
33.34,-1.081,11.794
33.36,-0.844,11.846
33.38,-0.598,11.637
33.4,-0.377,11.467
33.42,-0.151,11.401
33.44,0.085,11.257
33.46,0.308,10.681
33.48,0.515,9.726
33.5,0.701,8.561
33.52,0.859,7.252
33.54,0.991,5.864
33.56,1.095,4.411
33.58,1.169,2.906
33.6,1.211,1.401
33.62,1.224,-0.052
33.64,1.208,-1.44
33.66,1.166,-2.762
33.68,1.096,-3.992
33.7,1.004,-5.105
33.72,0.891,-6.074
33.74,0.759,-6.885
33.76,0.613,-7.527
33.78,0.456,-7.985
33.8,0.291,-8.26
33.82,0.123,-8.312
33.84,-0.046,-8.024
33.86,-0.206,-7.33
33.88,-0.344,-6.545
33.9,-0.459,-5.982
33.92,-0.578,-5.589
33.94,-0.69,-5.066
33.96,-0.784,-4.254
33.98,-0.861,-3.325
34,-0.917,-2.356
34.02,-0.955,-1.388
34.04,-0.972,-0.445
34.06,-0.972,0.458
34.08,-0.953,1.335
34.1,-0.919,2.173
34.12,-0.866,2.958
34.14,-0.8,3.691
34.16,-0.718,4.359
34.18,-0.624,4.948
34.2,-0.518,5.419
34.22,-0.405,5.747
34.24,-0.286,5.851
34.26,-0.167,5.681
34.28,-0.055,5.498
34.3,0.046,5.38
34.32,0.162,5.171
34.34,0.262,4.752
34.36,0.349,4.15
34.38,0.429,3.508
34.4,0.493,2.71
34.42,0.539,1.754
34.44,0.564,0.746
34.46,0.569,-0.275
34.48,0.553,-1.296
34.5,0.517,-2.291
34.52,0.46,-3.22
34.54,0.386,-4.058
34.56,0.297,-4.791
34.58,0.193,-5.419
34.6,0.079,-5.917
34.62,-0.046,-6.257
34.64,-0.174,-6.44
34.66,-0.305,-6.453
34.68,-0.435,-6.296
34.7,-0.559,-5.982
34.72,-0.675,-5.563
34.74,-0.782,-5.04
34.76,-0.88,-4.294
34.78,-0.96,-3.469
34.8,-1.013,-2.566
34.82,-1.065,-1.597
34.84,-1.082,-0.72
34.86,-1.082,0
34.88,-1.082,0.589
34.9,-1.065,1.348
34.92,-1.029,2.251
34.94,-0.974,3.142
34.96,-0.903,4.006
34.98,-0.814,4.83
35,-0.708,5.616
35.02,-0.589,6.349
35.04,-0.454,7.016
35.06,-0.306,7.54
35.08,-0.149,7.906
35.1,0.011,8.116
35.12,0.178,8.168
35.14,0.341,8.037
35.16,0.501,7.71
35.18,0.652,7.213
35.2,0.792,6.506
35.22,0.916,5.275
35.24,1.018,3.901
35.26,1.059,2.827
35.28,1.117,2.068
35.3,1.156,1.257
35.32,1.169,0.039
35.34,1.158,-1.244
35.36,1.12,-2.526
35.38,1.056,-3.796
35.4,0.968,-5.013
35.42,0.855,-6.178
35.44,0.719,-7.265
35.46,0.562,-8.221
35.48,0.388,-9.045
35.5,0.199,-9.713
35.52,-0.003,-10.21
35.54,-0.212,-10.511
35.56,-0.426,-10.629
35.58,-0.639,-10.59
35.6,-0.851,-10.38
35.62,-1.057,-10.014
35.64,-1.253,-9.543
35.66,-1.439,-9.006
35.68,-1.615,-8.391
35.7,-1.777,-7.448
35.72,-1.923,-6.309
35.74,-2.025,-5.38
35.76,-2.124,-4.961
35.78,-2.221,-4.869
35.8,-2.322,-4.634
35.82,-2.411,-4.176
35.84,-2.49,-3.587
35.86,-2.554,-2.998
35.88,-2.609,-2.409
35.9,-2.652,-1.82
35.92,-2.681,-1.217
35.94,-2.7,-0.615
35.96,-2.706,0
35.98,-2.7,0.628
36,-2.681,1.257
36.02,-2.65,1.898
36.04,-2.606,2.566
36.06,-2.548,3.272
36.08,-2.476,4.006
36.1,-2.388,4.765
36.12,-2.286,5.563
36.14,-2.166,6.453
36.16,-2.029,7.383
36.18,-1.869,8.351
36.2,-1.696,9.281
36.22,-1.497,10.105
36.24,-1.288,10.708
36.26,-1.065,11.061
36.28,-0.844,11.572
36.3,-0.614,12.265
36.32,-0.35,12.815
36.34,-0.086,12.998
36.36,0.167,12.841
36.38,0.429,12.2
36.4,0.675,11.218
36.42,0.869,10.158
36.44,1.073,9.176
36.46,1.25,8.011
36.48,1.395,6.414
36.5,1.508,4.673
36.52,1.585,2.827
36.54,1.621,0.916
36.56,1.621,-0.982
36.58,1.582,-2.841
36.6,1.506,-4.673
36.62,1.395,-6.466
36.64,1.247,-8.142
36.66,1.065,-9.634
36.68,0.859,-10.891
36.7,0.627,-11.912
36.72,0.379,-12.697
36.74,0.116,-13.208
36.76,-0.154,-13.443
36.78,-0.426,-13.378
36.8,-0.693,-12.998
36.82,-0.95,-12.278
36.84,-1.189,-11.153
36.86,-1.403,-10.105
36.88,-1.579,-9.359
36.9,-1.773,-8.757
36.92,-1.942,-7.998
36.94,-2.091,-6.977
36.96,-2.221,-6.165
36.98,-2.331,-5.55
37,-2.441,-5.027
37.02,-2.537,-4.451
37.04,-2.619,-3.757
37.06,-2.688,-3.063
37.08,-2.741,-2.369
37.1,-2.782,-1.702
37.12,-2.809,-1.06
37.14,-2.824,-0.432
37.16,-2.826,0.17
37.18,-2.816,0.759
37.2,-2.796,1.335
37.22,-2.763,1.911
37.24,-2.719,2.474
37.26,-2.664,3.024
37.28,-2.598,3.574
37.3,-2.521,4.136
37.32,-2.433,4.725
37.34,-2.333,5.328
37.36,-2.22,5.93
37.38,-2.095,6.532
37.4,-1.959,7.147
37.42,-1.81,7.631
37.44,-1.648,7.775
37.46,-1.491,8.024
37.48,-1.345,8.692
37.5,-1.15,9.634
37.52,-0.946,10.328
37.54,-0.734,10.21
37.56,-0.522,9.961
37.58,-0.349,9.922
37.6,-0.135,10.066
37.62,0.071,9.975
37.64,0.267,9.281
37.66,0.446,8.364
37.68,0.603,7.278
37.7,0.738,6.074
37.72,0.848,4.778
37.74,0.93,3.416
37.76,0.985,2.042
37.78,1.012,0.694
37.8,1.012,-0.615
37.82,0.986,-1.872
37.84,0.936,-3.063
37.86,0.862,-4.136
37.88,0.768,-5.066
37.9,0.658,-5.851
37.92,0.533,-6.493
37.94,0.396,-6.977
37.96,0.251,-7.278
37.98,0.102,-7.409
38,-0.047,-7.343
38.02,-0.195,-6.912
38.04,-0.333,-6.048
38.06,-0.441,-5.21
38.08,-0.526,-4.686
38.1,-0.627,-4.372
38.12,-0.71,-3.835
38.14,-0.782,-2.971
38.16,-0.831,-2.042
38.18,-0.862,-1.1
38.2,-0.875,-0.196
38.22,-0.87,0.694
38.24,-0.847,1.571
38.26,-0.807,2.409
38.28,-0.749,3.194
38.3,-0.679,3.927
38.32,-0.592,4.581
38.34,-0.493,5.157
38.36,-0.385,5.603
38.38,-0.267,5.917
38.4,-0.146,5.995
38.42,-0.022,5.943
38.44,0.09,5.864
38.46,0.21,5.72
38.48,0.325,5.406
38.5,0.429,4.529
38.52,0.52,3.521
38.54,0.559,2.697
38.56,0.617,2.081
38.58,0.655,1.414
38.6,0.674,0.393
38.62,0.672,-0.681
38.64,0.647,-1.767
38.66,0.6,-2.814
38.68,0.534,-3.796
38.7,0.448,-4.712
38.72,0.344,-5.537
38.74,0.225,-6.244
38.76,0.093,-6.807
38.78,-0.05,-7.213
38.8,-0.198,-7.448
38.82,-0.35,-7.501
38.84,-0.501,-7.396
38.86,-0.647,-7.147
38.88,-0.789,-6.768
38.9,-0.92,-6.257
38.92,-1.04,-5.642
38.94,-1.147,-4.752
38.96,-1.239,-3.56
38.98,-1.291,-2.513
39,-1.323,-1.872
39.02,-1.365,-1.427
39.04,-1.39,-0.733
39.06,-1.395,0.223
39.08,-1.381,1.191
39.1,-1.348,2.16
39.12,-1.294,3.129
39.14,-1.222,4.084
39.16,-1.131,5.027
39.18,-1.021,5.956
39.2,-0.892,6.859
39.22,-0.746,7.697
39.24,-0.583,8.43
39.26,-0.407,9.019
39.28,-0.22,9.451
39.3,-0.027,9.713
39.32,0.171,9.778
39.34,0.368,9.634
39.36,0.559,9.268
39.38,0.741,8.692
39.4,0.909,7.605
39.42,1.06,6.231
39.44,1.153,5.04
39.46,1.246,4.176
39.48,1.329,3.325
39.5,1.385,2.068
39.52,1.412,0.628
39.54,1.411,-0.838
39.56,1.379,-2.317
39.58,1.318,-3.809
39.6,1.227,-5.262
39.62,1.106,-6.65
39.64,0.96,-7.933
39.66,0.787,-9.084
39.68,0.594,-10.092
39.7,0.382,-10.943
39.72,0.154,-11.611
39.74,-0.086,-12.03
39.76,-0.331,-12.226
39.78,-0.576,-12.239
39.8,-0.823,-12.082
39.82,-1.063,-11.755
39.84,-1.294,-11.284
39.86,-1.516,-10.734
39.88,-1.725,-9.922
39.9,-1.921,-8.757
39.92,-2.08,-7.802
39.94,-2.212,-7.448
39.96,-2.37,-7.527
39.98,-2.524,-7.461
40,-2.67,-7.055
40.02,-2.807,-6.624
40.04,-2.934,-6.139
40.06,-3.055,-5.498
40.08,-3.159,-4.961
40.1,-3.242,-4.699
40.12,-3.343,-4.634
40.14,-3.435,-4.503
40.16,-3.522,-4.189
40.18,-3.603,-3.862
40.2,-3.677,-3.508
40.22,-3.743,-3.089
40.24,-3.803,-2.697
40.26,-3.848,-2.369
40.28,-3.896,-2.094
40.3,-3.935,-1.833
40.32,-3.968,-1.518
40.34,-3.996,-1.217
40.36,-4.017,-0.903
40.38,-4.032,-0.602
40.4,-4.04,-0.34
40.42,-4.045,-0.118
40.44,-4.045,0.079
40.46,-4.042,0.249
40.48,-4.034,0.38
40.5,-4.026,0.484
40.52,-4.015,0.55
40.54,-4.002,0.576
40.56,-3.991,0.55
40.58,-3.98,0.497
40.6,-3.971,0.406
40.62,-3.963,0.262
40.64,-3.96,0.065
40.66,-3.96,-0.17
40.68,-3.966,-0.419
40.7,-3.977,-0.694
40.72,-3.993,-0.982
40.74,-4.017,-1.309
40.76,-4.045,-1.649
40.78,-4.083,-1.99
40.8,-4.125,-2.33
40.82,-4.175,-2.657
40.84,-4.232,-2.971
40.86,-4.295,-3.246
40.88,-4.362,-3.469
40.9,-4.434,-3.626
40.92,-4.508,-3.718
40.94,-4.584,-3.744
40.96,-4.659,-3.704
40.98,-4.733,-3.587
41,-4.803,-3.364
41.02,-4.869,-3.05
41.04,-4.926,-2.657
41.06,-4.976,-2.199
41.08,-5.016,-1.662
41.1,-5.044,-1.06
41.12,-5.058,-0.432
41.14,-5.061,0.209
41.16,-5.05,0.864
41.18,-5.027,1.545
41.2,-4.989,2.212
41.22,-4.937,2.867
41.24,-4.874,3.482
41.26,-4.797,4.071
41.28,-4.711,4.608
41.3,-4.612,5.092
41.32,-4.507,5.537
41.34,-4.39,5.917
41.36,-4.268,6.244
41.38,-4.141,6.519
41.4,-4.007,6.781
41.42,-3.869,7.016
41.44,-3.726,7.213
41.46,-3.58,7.396
41.48,-3.431,7.592
41.5,-3.277,7.802
41.52,-3.118,7.998
41.54,-2.956,8.194
41.56,-2.791,8.43
41.58,-2.62,8.744
41.6,-2.443,9.124
41.62,-2.256,9.543
41.64,-2.061,9.7
41.66,-1.857,9.7
41.68,-1.678,10.04
41.7,-1.475,10.865
41.72,-1.238,11.768
41.74,-0.993,12.2
41.76,-0.748,12.069
41.78,-0.501,11.886
41.8,-0.281,11.846
41.82,-0.033,11.82
41.84,0.206,11.48
41.86,0.43,10.603
41.88,0.633,9.503
41.9,0.812,8.234
41.92,0.964,6.846
41.94,1.087,5.367
41.96,1.18,3.835
41.98,1.241,2.291
42,1.271,0.759
42.02,1.271,-0.733
42.04,1.241,-2.173
42.06,1.183,-3.521
42.08,1.098,-4.752
42.1,0.991,-5.838
42.12,0.862,-6.781
42.14,0.718,-7.566
42.16,0.558,-8.155
42.18,0.388,-8.548
42.2,0.214,-8.744
42.22,0.036,-8.692
42.24,-0.14,-8.103
42.26,-0.302,-7.265
42.28,-0.421,-6.637
42.3,-0.554,-6.296
42.32,-0.683,-5.904
42.34,-0.795,-5.118
42.36,-0.889,-4.189
42.38,-0.963,-3.22
42.4,-1.018,-2.225
42.42,-1.052,-1.217
42.44,-1.067,-0.223
42.46,-1.06,0.733
42.48,-1.037,1.649
42.5,-0.994,2.526
42.52,-0.935,3.351
42.54,-0.859,4.11
42.56,-0.77,4.804
42.58,-0.666,5.393
42.6,-0.551,5.864
42.62,-0.43,6.205
42.64,-0.302,6.414
42.66,-0.171,6.296
42.68,-0.041,6.061
42.7,0.064,5.786
42.72,0.19,5.55
42.74,0.292,5.249
42.76,0.397,4.686
42.78,0.487,3.979
42.8,0.558,3.037
42.82,0.609,2.016
42.84,0.639,0.929
42.86,0.647,-0.183
42.88,0.631,-1.27
42.9,0.595,-2.317
42.92,0.539,-3.312
42.94,0.462,-4.254
42.96,0.368,-5.092
